-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,WS50M
2010,1,24,19.2
2010,1,25,18.61
2010,1,26,15.46
2010,1,27,15.87
2010,1,28,10.11
2010,1,29,7.18
2010,1,30,6.84
2010,1,31,5.42
2010,2,1,5.94
2010,2,2,7.39
2010,2,3,9.11
2010,2,4,4.74
2010,2,5,6.48
2010,2,6,7.51
2010,2,7,4.0
2010,2,8,10.78
2010,2,9,14.64
2010,2,10,13.34
2010,2,11,10.28
2010,2,12,10.3
2010,2,13,9.79
2010,2,14,11.69
2010,2,15,6.84
2010,2,16,6.04
2010,2,17,12.71
2010,2,18,18.81
2010,2,19,7.24
2010,2,20,9.19
2010,2,21,9.47
2010,2,22,5.61
2010,2,23,8.27
2010,2,24,10.13
2010,2,25,8.12
2010,2,26,21.44
2010,2,27,9.61
2010,2,28,10.86
2010,3,1,12.32
2010,3,2,7.65
2010,3,3,7.66
2010,3,4,8.14
2010,3,5,8.29
2010,3,6,15.69
2010,3,7,11.85
2010,3,8,8.64
2010,3,9,8.29
2010,3,10,9.04
2010,3,11,10.85
2010,3,12,12.02
2010,3,13,10.48
2010,3,14,12.29
2010,3,15,12.26
2010,3,16,10.88
2010,3,17,9.89
2010,3,18,18.61
2010,3,19,24.2
2010,3,20,19.87
2010,3,21,11.61
2010,3,22,8.45
2010,3,23,7.25
2010,3,24,8.95
2010,3,25,9.46
2010,3,26,15.44
2010,3,27,9.06
2010,3,28,9.97
2010,3,29,11.69
2010,3,30,11.56
2010,3,31,8.34
2010,4,1,9.8
2010,4,2,10.09
2010,4,3,8.47
2010,4,4,7.96
2010,4,5,10.38
2010,4,6,7.67
2010,4,7,7.83
2010,4,8,10.01
2010,4,9,9.18
2010,4,10,10.31
2010,4,11,16.17
2010,4,12,3.71
2010,4,13,10.07
2010,4,14,15.33
2010,4,15,8.4
2010,4,16,5.72
2010,4,17,6.53
2010,4,18,6.84
2010,4,19,6.81
2010,4,20,8.52
2010,4,21,9.65
2010,4,22,15.32
2010,4,23,8.88
2010,4,24,11.33
2010,4,25,11.15
2010,4,26,16.33
2010,4,27,16.84
2010,4,28,7.95
2010,4,29,8.37
2010,4,30,8.81
2010,5,1,7.75
2010,5,2,11.37
2010,5,3,10.14
2010,5,4,7.58
2010,5,5,13.05
2010,5,6,9.29
2010,5,7,6.12
2010,5,8,11.11
2010,5,9,11.13
2010,5,10,8.83
2010,5,11,15.56
2010,5,12,19.72
2010,5,13,11.95
2010,5,14,10.6
2010,5,15,15.52
2010,5,16,13.35
2010,5,17,7.09
2010,5,18,8.67
2010,5,19,18.74
2010,5,20,12.41
2010,5,21,11.11
2010,5,22,10.05
2010,5,23,9.93
2010,5,24,8.61
2010,5,25,17.37
2010,5,26,10.03
2010,5,27,9.95
2010,5,28,10.79
2010,5,29,19.62
2010,5,30,18.41
2010,5,31,7.64
2010,6,1,7.85
2010,6,2,6.21
2010,6,3,8.95
2010,6,4,9.98
2010,6,5,10.34
2010,6,6,10.88
2010,6,7,17.98
2010,6,8,17.47
2010,6,9,10.06
2010,6,10,11.43
2010,6,11,10.52
2010,6,12,13.15
2010,6,13,7.21
2010,6,14,7.57
2010,6,15,9.09
2010,6,16,13.87
2010,6,17,10.75
2010,6,18,10.33
2010,6,19,6.67
2010,6,20,6.27
2010,6,21,8.97
2010,6,22,15.66
2010,6,23,28.6
2010,6,24,25.45
2010,6,25,17.56
2010,6,26,14.99
2010,6,27,12.52
2010,6,28,11.71
2010,6,29,11.05
2010,6,30,13.86
2010,7,1,6.84
2010,7,2,9.14
2010,7,3,8.15
2010,7,4,5.71
2010,7,5,3.49
2010,7,6,3.51
2010,7,7,18.28
2010,7,8,20.68
2010,7,9,14.2
2010,7,10,16.09
2010,7,11,23.46
2010,7,12,13.39
2010,7,13,11.53
2010,7,14,7.32
2010,7,15,8.62
2010,7,16,10.41
2010,7,17,11.47
2010,7,18,9.75
2010,7,19,12.57
2010,7,20,12.73
2010,7,21,12.44
2010,7,22,8.47
2010,7,23,13.95
2010,7,24,14.34
2010,7,25,9.24
2010,7,26,9.33
2010,7,27,17.92
2010,7,28,26.82
2010,7,29,14.04
2010,7,30,12.29
2010,7,31,8.55
2010,8,1,11.71
2010,8,2,12.55
2010,8,3,9.92
2010,8,4,9.45
2010,8,5,8.5
2010,8,6,9.98
2010,8,7,6.15
2010,8,8,10.02
2010,8,9,10.0
2010,8,10,13.35
2010,8,11,8.3
2010,8,12,11.96
2010,8,13,8.19
2010,8,14,8.2
2010,8,15,9.95
2010,8,16,12.62
2010,8,17,14.41
2010,8,18,16.54
2010,8,19,10.84
2010,8,20,12.51
2010,8,21,7.26
2010,8,22,19.83
2010,8,23,10.53
2010,8,24,15.99
2010,8,25,23.28
2010,8,26,11.82
2010,8,27,6.9
2010,8,28,10.2
2010,8,29,16.64
2010,8,30,15.39
2010,8,31,7.74
2010,9,1,11.82
2010,9,2,21.97
2010,9,3,13.17
2010,9,4,10.92
2010,9,5,11.75
2010,9,6,8.94
2010,9,7,8.99
2010,9,8,10.18
2010,9,9,10.49
2010,9,10,10.85
2010,9,11,11.81
2010,9,12,10.82
2010,9,13,18.39
2010,9,14,7.86
2010,9,15,19.87
2010,9,16,19.02
2010,9,17,15.57
2010,9,18,19.95
2010,9,19,11.58
2010,9,20,9.07
2010,9,21,9.11
2010,9,22,7.73
2010,9,23,9.89
2010,9,24,10.89
2010,9,25,11.44
2010,9,26,10.46
2010,9,27,10.43
2010,9,28,13.19
2010,9,29,16.43
2010,9,30,14.37
2010,10,1,11.65
2010,10,2,8.36
2010,10,3,8.84
2010,10,4,6.3
2010,10,5,8.45
2010,10,6,9.37
2010,10,7,5.99
2010,10,8,6.75
2010,10,9,15.41
2010,10,10,9.12
2010,10,11,7.22
2010,10,12,18.02
2010,10,13,23.53
2010,10,14,11.9
2010,10,15,9.92
2010,10,16,9.15
2010,10,17,10.54
2010,10,18,5.49
2010,10,19,8.3
2010,10,20,6.44
2010,10,21,8.07
2010,10,22,7.13
2010,10,23,8.9
2010,10,24,8.34
2010,10,25,7.37
2010,10,26,8.06
2010,10,27,9.76
2010,10,28,8.87
2010,10,29,4.25
2010,10,30,16.27
2010,10,31,7.64
2010,11,1,11.81
2010,11,2,12.01
2010,11,3,14.04
2010,11,4,8.04
2010,11,5,10.76
2010,11,6,22.0
2010,11,7,9.89
2010,11,8,11.24
2010,11,9,9.74
2010,11,10,23.21
2010,11,11,22.59
2010,11,12,9.11
2010,11,13,9.64
2010,11,14,15.02
2010,11,15,12.4
2010,11,16,7.69
2010,11,17,6.28
2010,11,18,4.66
2010,11,19,6.51
2010,11,20,4.68
2010,11,21,8.23
2010,11,22,5.33
2010,11,23,8.46
2010,11,24,8.28
2010,11,25,7.11
2010,11,26,4.77
2010,11,27,6.59
2010,11,28,7.09
2010,11,29,11.06
2010,11,30,5.91
2010,12,1,11.38
2010,12,2,11.01
2010,12,3,4.6
2010,12,4,5.94
2010,12,5,6.24
2010,12,6,9.08
2010,12,7,11.23
2010,12,8,13.74
2010,12,9,10.89
2010,12,10,6.24
2010,12,11,11.32
2010,12,12,10.81
2010,12,13,15.43
2010,12,14,16.59
2010,12,15,15.34
2010,12,16,15.24
2010,12,17,25.01
2010,12,18,15.9
2010,12,19,16.41
2010,12,20,8.4
2010,12,21,12.8
2010,12,22,11.74
2010,12,23,10.79
2010,12,24,8.37
2010,12,25,6.22
2010,12,26,5.33
2010,12,27,4.61
2010,12,28,4.84
2010,12,29,7.52
2010,12,30,17.21
2010,12,31,9.72
2011,1,1,10.53
2011,1,2,10.08
2011,1,3,8.35
2011,1,4,18.75
2011,1,5,18.26
2011,1,6,18.64
2011,1,7,16.61
2011,1,8,12.35
2011,1,9,8.63
2011,1,10,7.62
2011,1,11,8.66
2011,1,12,17.97
2011,1,13,17.77
2011,1,14,10.41
2011,1,15,8.99
2011,1,16,12.45
2011,1,17,6.8
2011,1,18,10.52
2011,1,19,8.66
2011,1,20,8.73
2011,1,21,22.96
2011,1,22,7.13
2011,1,23,9.1
2011,1,24,8.5
2011,1,25,10.26
2011,1,26,5.75
2011,1,27,7.12
2011,1,28,8.2
2011,1,29,8.56
2011,1,30,8.78
2011,1,31,4.64
2011,2,1,8.53
2011,2,2,6.66
2011,2,3,10.31
2011,2,4,6.58
2011,2,5,7.33
2011,2,6,9.43
2011,2,7,7.01
2011,2,8,5.94
2011,2,9,8.48
2011,2,10,10.67
2011,2,11,7.24
2011,2,12,11.47
2011,2,13,10.64
2011,2,14,11.78
2011,2,15,7.22
2011,2,16,4.95
2011,2,17,4.44
2011,2,18,10.51
2011,2,19,9.79
2011,2,20,7.18
2011,2,21,10.1
2011,2,22,6.43
2011,2,23,10.8
2011,2,24,9.42
2011,2,25,6.9
2011,2,26,8.91
2011,2,27,12.44
2011,2,28,8.55
2011,3,1,15.45
2011,3,2,21.25
2011,3,3,18.37
2011,3,4,16.2
2011,3,5,10.3
2011,3,6,14.4
2011,3,7,13.52
2011,3,8,10.35
2011,3,9,8.77
2011,3,10,11.41
2011,3,11,7.95
2011,3,12,7.88
2011,3,13,11.37
2011,3,14,6.9
2011,3,15,17.5
2011,3,16,21.91
2011,3,17,17.95
2011,3,18,9.66
2011,3,19,10.71
2011,3,20,10.5
2011,3,21,11.29
2011,3,22,9.2
2011,3,23,10.96
2011,3,24,10.13
2011,3,25,10.08
2011,3,26,10.89
2011,3,27,10.98
2011,3,28,11.49
2011,3,29,17.99
2011,3,30,14.85
2011,3,31,15.64
2011,4,1,13.49
2011,4,2,7.08
2011,4,3,9.39
2011,4,4,7.62
2011,4,5,10.94
2011,4,6,14.65
2011,4,7,26.26
2011,4,8,15.47
2011,4,9,10.2
2011,4,10,9.61
2011,4,11,10.03
2011,4,12,10.03
2011,4,13,5.32
2011,4,14,9.25
2011,4,15,10.25
2011,4,16,11.51
2011,4,17,11.43
2011,4,18,8.33
2011,4,19,7.05
2011,4,20,11.05
2011,4,21,15.74
2011,4,22,12.21
2011,4,23,10.36
2011,4,24,10.05
2011,4,25,9.95
2011,4,26,7.96
2011,4,27,10.46
2011,4,28,11.13
2011,4,29,12.81
2011,4,30,11.01
2011,5,1,8.24
2011,5,2,10.65
2011,5,3,11.19
2011,5,4,10.53
2011,5,5,11.6
2011,5,6,14.27
2011,5,7,24.26
2011,5,8,19.36
2011,5,9,21.25
2011,5,10,22.51
2011,5,11,12.49
2011,5,12,10.3
2011,5,13,12.43
2011,5,14,11.36
2011,5,15,7.3
2011,5,16,8.58
2011,5,17,6.25
2011,5,18,16.05
2011,5,19,8.98
2011,5,20,7.35
2011,5,21,7.25
2011,5,22,5.96
2011,5,23,8.49
2011,5,24,6.63
2011,5,25,8.11
2011,5,26,17.36
2011,5,27,20.37
2011,5,28,7.85
2011,5,29,9.52
2011,5,30,12.79
2011,5,31,9.14
2011,6,1,7.61
2011,6,2,18.06
2011,6,3,24.03
2011,6,4,15.82
2011,6,5,9.56
2011,6,6,6.82
2011,6,7,9.62
2011,6,8,10.24
2011,6,9,12.09
2011,6,10,10.65
2011,6,11,11.06
2011,6,12,11.63
2011,6,13,10.62
2011,6,14,14.37
2011,6,15,19.6
2011,6,16,16.3
2011,6,17,4.32
2011,6,18,11.82
2011,6,19,8.28
2011,6,20,11.32
2011,6,21,8.55
2011,6,22,7.29
2011,6,23,10.48
2011,6,24,12.12
2011,6,25,11.85
2011,6,26,9.55
2011,6,27,7.07
2011,6,28,6.53
2011,6,29,8.65
2011,6,30,14.86
2011,7,1,18.56
2011,7,2,6.87
2011,7,3,22.66
2011,7,4,11.74
2011,7,5,16.47
2011,7,6,17.5
2011,7,7,17.97
2011,7,8,11.25
2011,7,9,13.9
2011,7,10,6.66
2011,7,11,10.45
2011,7,12,11.68
2011,7,13,12.43
2011,7,14,11.8
2011,7,15,14.31
2011,7,16,9.56
2011,7,17,8.9
2011,7,18,10.24
2011,7,19,12.27
2011,7,20,10.26
2011,7,21,8.04
2011,7,22,11.09
2011,7,23,22.2
2011,7,24,11.9
2011,7,25,8.6
2011,7,26,10.7
2011,7,27,13.91
2011,7,28,18.85
2011,7,29,15.47
2011,7,30,14.07
2011,7,31,10.77
2011,8,1,10.57
2011,8,2,17.33
2011,8,3,11.39
2011,8,4,10.31
2011,8,5,10.71
2011,8,6,11.12
2011,8,7,11.96
2011,8,8,10.82
2011,8,9,10.46
2011,8,10,11.96
2011,8,11,11.39
2011,8,12,12.88
2011,8,13,11.19
2011,8,14,8.62
2011,8,15,8.12
2011,8,16,4.91
2011,8,17,7.83
2011,8,18,8.49
2011,8,19,9.38
2011,8,20,6.18
2011,8,21,6.25
2011,8,22,11.97
2011,8,23,11.16
2011,8,24,10.44
2011,8,25,10.71
2011,8,26,11.06
2011,8,27,11.82
2011,8,28,12.14
2011,8,29,11.72
2011,8,30,11.22
2011,8,31,10.28
2011,9,1,21.48
2011,9,2,21.74
2011,9,3,11.14
2011,9,4,17.67
2011,9,5,21.89
2011,9,6,18.55
2011,9,7,14.99
2011,9,8,10.51
2011,9,9,12.3
2011,9,10,11.67
2011,9,11,9.76
2011,9,12,11.19
2011,9,13,13.71
2011,9,14,10.96
2011,9,15,4.1
2011,9,16,5.21
2011,9,17,11.04
2011,9,18,5.8
2011,9,19,9.58
2011,9,20,11.39
2011,9,21,12.69
2011,9,22,11.35
2011,9,23,8.53
2011,9,24,14.31
2011,9,25,13.23
2011,9,26,10.88
2011,9,27,10.82
2011,9,28,9.23
2011,9,29,11.37
2011,9,30,12.73
2011,10,1,10.71
2011,10,2,10.88
2011,10,3,8.97
2011,10,4,7.97
2011,10,5,8.5
2011,10,6,10.31
2011,10,7,9.63
2011,10,8,8.14
2011,10,9,12.06
2011,10,10,6.53
2011,10,11,8.53
2011,10,12,9.47
2011,10,13,5.47
2011,10,14,4.6
2011,10,15,7.74
2011,10,16,7.17
2011,10,17,9.94
2011,10,18,10.52
2011,10,19,6.02
2011,10,20,6.74
2011,10,21,12.04
2011,10,22,26.78
2011,10,23,10.37
2011,10,24,12.85
2011,10,25,9.56
2011,10,26,10.35
2011,10,27,9.36
2011,10,28,5.76
2011,10,29,6.55
2011,10,30,7.32
2011,10,31,8.81
2011,11,1,6.37
2011,11,2,8.14
2011,11,3,13.4
2011,11,4,16.89
2011,11,5,21.2
2011,11,6,20.3
2011,11,7,21.91
2011,11,8,29.81
2011,11,9,24.02
2011,11,10,16.87
2011,11,11,15.63
2011,11,12,13.98
2011,11,13,8.99
2011,11,14,10.31
2011,11,15,8.35
2011,11,16,7.67
2011,11,17,11.83
2011,11,18,14.77
2011,11,19,12.01
2011,11,20,10.43
2011,11,21,7.02
2011,11,22,18.46
2011,11,23,25.64
2011,11,24,13.96
2011,11,25,7.42
2011,11,26,4.65
2011,11,27,11.97
2011,11,28,9.64
2011,11,29,8.26
2011,11,30,17.05
2011,12,1,11.11
2011,12,2,8.13
2011,12,3,10.47
2011,12,4,5.97
2011,12,5,11.26
2011,12,6,6.31
2011,12,7,6.21
2011,12,8,7.06
2011,12,9,8.28
2011,12,10,6.87
2011,12,11,6.94
2011,12,12,8.61
2011,12,13,7.66
2011,12,14,5.69
2011,12,15,7.29
2011,12,16,10.28
2011,12,17,6.95
2011,12,18,5.1
2011,12,19,12.84
2011,12,20,8.88
2011,12,21,10.08
2011,12,22,12.4
2011,12,23,7.91
2011,12,24,4.22
2011,12,25,5.96
2011,12,26,5.55
2011,12,27,5.26
2011,12,28,8.08
2011,12,29,7.76
2011,12,30,8.3
2011,12,31,8.77
2012,1,1,7.22
2012,1,2,13.87
2012,1,3,25.56
2012,1,4,20.35
2012,1,5,8.67
2012,1,6,14.02
2012,1,7,6.99
2012,1,8,13.82
2012,1,9,17.92
2012,1,10,22.89
2012,1,11,10.51
2012,1,12,7.12
2012,1,13,9.23
2012,1,14,10.88
2012,1,15,8.04
2012,1,16,9.71
2012,1,17,8.57
2012,1,18,9.74
2012,1,19,5.36
2012,1,20,7.13
2012,1,21,4.89
2012,1,22,6.18
2012,1,23,5.48
2012,1,24,6.83
2012,1,25,7.36
2012,1,26,9.36
2012,1,27,8.76
2012,1,28,18.51
2012,1,29,13.89
2012,1,30,9.12
2012,1,31,10.44
2012,2,1,8.99
2012,2,2,11.91
2012,2,3,19.07
2012,2,4,12.75
2012,2,5,14.03
2012,2,6,10.38
2012,2,7,10.19
2012,2,8,10.02
2012,2,9,10.1
2012,2,10,9.45
2012,2,11,8.35
2012,2,12,8.37
2012,2,13,9.08
2012,2,14,9.16
2012,2,15,10.99
2012,2,16,9.94
2012,2,17,14.05
2012,2,18,13.43
2012,2,19,9.65
2012,2,20,8.41
2012,2,21,7.84
2012,2,22,12.83
2012,2,23,8.33
2012,2,24,11.44
2012,2,25,22.31
2012,2,26,30.03
2012,2,27,25.96
2012,2,28,6.95
2012,2,29,5.72
2012,3,1,7.48
2012,3,2,6.54
2012,3,3,7.95
2012,3,4,4.99
2012,3,5,7.98
2012,3,6,11.61
2012,3,7,8.54
2012,3,8,9.2
2012,3,9,9.41
2012,3,10,9.78
2012,3,11,12.55
2012,3,12,10.21
2012,3,13,8.36
2012,3,14,8.94
2012,3,15,9.62
2012,3,16,10.41
2012,3,17,8.87
2012,3,18,10.84
2012,3,19,10.84
2012,3,20,7.69
2012,3,21,11.47
2012,3,22,9.43
2012,3,23,10.59
2012,3,24,8.08
2012,3,25,10.91
2012,3,26,13.64
2012,3,27,11.43
2012,3,28,14.23
2012,3,29,18.93
2012,3,30,12.28
2012,3,31,6.3
2012,4,1,7.4
2012,4,2,9.8
2012,4,3,8.65
2012,4,4,9.15
2012,4,5,15.16
2012,4,6,12.5
2012,4,7,6.99
2012,4,8,11.37
2012,4,9,9.29
2012,4,10,6.99
2012,4,11,10.49
2012,4,12,15.67
2012,4,13,12.08
2012,4,14,12.18
2012,4,15,9.2
2012,4,16,11.98
2012,4,17,24.03
2012,4,18,13.31
2012,4,19,7.66
2012,4,20,13.7
2012,4,21,12.31
2012,4,22,7.36
2012,4,23,11.5
2012,4,24,15.33
2012,4,25,9.46
2012,4,26,10.0
2012,4,27,19.29
2012,4,28,10.48
2012,4,29,11.94
2012,4,30,9.97
2012,5,1,9.92
2012,5,2,10.16
2012,5,3,7.79
2012,5,4,9.63
2012,5,5,7.82
2012,5,6,12.97
2012,5,7,11.49
2012,5,8,8.13
2012,5,9,9.59
2012,5,10,11.43
2012,5,11,13.79
2012,5,12,12.98
2012,5,13,9.47
2012,5,14,10.8
2012,5,15,12.76
2012,5,16,15.27
2012,5,17,9.75
2012,5,18,6.73
2012,5,19,12.08
2012,5,20,6.9
2012,5,21,10.82
2012,5,22,9.22
2012,5,23,4.76
2012,5,24,9.16
2012,5,25,8.27
2012,5,26,12.23
2012,5,27,10.17
2012,5,28,11.42
2012,5,29,9.27
2012,5,30,6.72
2012,5,31,7.52
2012,6,1,5.36
2012,6,2,9.84
2012,6,3,13.7
2012,6,4,8.48
2012,6,5,13.53
2012,6,6,11.96
2012,6,7,9.4
2012,6,8,6.58
2012,6,9,10.35
2012,6,10,15.7
2012,6,11,10.69
2012,6,12,14.93
2012,6,13,19.95
2012,6,14,11.99
2012,6,15,12.93
2012,6,16,10.11
2012,6,17,16.05
2012,6,18,23.85
2012,6,19,19.03
2012,6,20,11.19
2012,6,21,6.06
2012,6,22,17.47
2012,6,23,19.22
2012,6,24,13.21
2012,6,25,12.01
2012,6,26,13.74
2012,6,27,16.14
2012,6,28,21.02
2012,6,29,24.91
2012,6,30,17.33
2012,7,1,11.09
2012,7,2,10.1
2012,7,3,5.3
2012,7,4,7.77
2012,7,5,23.19
2012,7,6,14.86
2012,7,7,13.06
2012,7,8,8.75
2012,7,9,6.56
2012,7,10,13.21
2012,7,11,13.7
2012,7,12,10.26
2012,7,13,11.47
2012,7,14,9.9
2012,7,15,15.14
2012,7,16,18.45
2012,7,17,7.24
2012,7,18,13.97
2012,7,19,10.85
2012,7,20,8.28
2012,7,21,20.56
2012,7,22,10.11
2012,7,23,14.58
2012,7,24,11.74
2012,7,25,11.83
2012,7,26,14.31
2012,7,27,9.33
2012,7,28,5.66
2012,7,29,5.61
2012,7,30,7.2
2012,7,31,6.64
2012,8,1,7.53
2012,8,2,11.83
2012,8,3,10.66
2012,8,4,10.89
2012,8,5,9.12
2012,8,6,6.04
2012,8,7,10.96
2012,8,8,12.38
2012,8,9,12.03
2012,8,10,10.19
2012,8,11,11.36
2012,8,12,8.56
2012,8,13,11.51
2012,8,14,8.49
2012,8,15,11.28
2012,8,16,12.5
2012,8,17,11.11
2012,8,18,10.05
2012,8,19,8.59
2012,8,20,8.63
2012,8,21,11.9
2012,8,22,9.87
2012,8,23,9.72
2012,8,24,9.95
2012,8,25,24.06
2012,8,26,18.58
2012,8,27,12.98
2012,8,28,12.64
2012,8,29,9.3
2012,8,30,6.94
2012,8,31,9.44
2012,9,1,9.49
2012,9,2,16.8
2012,9,3,29.54
2012,9,4,16.71
2012,9,5,14.1
2012,9,6,8.59
2012,9,7,9.79
2012,9,8,10.37
2012,9,9,12.45
2012,9,10,11.36
2012,9,11,7.53
2012,9,12,8.2
2012,9,13,10.89
2012,9,14,10.96
2012,9,15,6.86
2012,9,16,9.63
2012,9,17,3.91
2012,9,18,3.59
2012,9,19,7.79
2012,9,20,10.23
2012,9,21,11.27
2012,9,22,11.42
2012,9,23,7.56
2012,9,24,10.33
2012,9,25,15.7
2012,9,26,20.49
2012,9,27,28.88
2012,9,28,18.38
2012,9,29,8.38
2012,9,30,9.82
2012,10,1,18.08
2012,10,2,27.75
2012,10,3,27.95
2012,10,4,10.21
2012,10,5,11.62
2012,10,6,8.67
2012,10,7,8.84
2012,10,8,11.79
2012,10,9,10.32
2012,10,10,9.04
2012,10,11,8.78
2012,10,12,7.9
2012,10,13,9.6
2012,10,14,8.03
2012,10,15,4.53
2012,10,16,8.01
2012,10,17,7.23
2012,10,18,8.66
2012,10,19,10.15
2012,10,20,12.16
2012,10,21,15.74
2012,10,22,19.24
2012,10,23,23.87
2012,10,24,19.17
2012,10,25,9.77
2012,10,26,9.65
2012,10,27,14.9
2012,10,28,6.03
2012,10,29,11.63
2012,10,30,8.48
2012,10,31,4.56
2012,11,1,4.3
2012,11,2,5.32
2012,11,3,8.45
2012,11,4,10.2
2012,11,5,8.04
2012,11,6,11.34
2012,11,7,7.61
2012,11,8,12.31
2012,11,9,13.74
2012,11,10,22.11
2012,11,11,14.56
2012,11,12,12.05
2012,11,13,9.43
2012,11,14,10.54
2012,11,15,10.2
2012,11,16,8.73
2012,11,17,15.34
2012,11,18,14.11
2012,11,19,15.12
2012,11,20,11.78
2012,11,21,10.69
2012,11,22,12.03
2012,11,23,8.96
2012,11,24,7.67
2012,11,25,8.2
2012,11,26,20.61
2012,11,27,14.98
2012,11,28,23.78
2012,11,29,28.68
2012,11,30,15.55
2012,12,1,8.99
2012,12,2,9.77
2012,12,3,13.46
2012,12,4,8.03
2012,12,5,4.23
2012,12,6,8.63
2012,12,7,8.82
2012,12,8,7.09
2012,12,9,7.66
2012,12,10,7.81
2012,12,11,8.6
2012,12,12,5.57
2012,12,13,10.36
2012,12,14,21.86
2012,12,15,14.04
2012,12,16,7.51
2012,12,17,8.42
2012,12,18,10.17
2012,12,19,10.39
2012,12,20,10.31
2012,12,21,4.5
2012,12,22,6.07
2012,12,23,9.37
2012,12,24,17.29
2012,12,25,16.21
2012,12,26,8.6
2012,12,27,5.34
2012,12,28,6.3
2012,12,29,10.77
2012,12,30,8.93
2012,12,31,13.4
2013,1,1,17.63
2013,1,2,19.42
2013,1,3,21.39
2013,1,4,13.49
2013,1,5,11.29
2013,1,6,19.86
2013,1,7,20.2
2013,1,8,15.77
2013,1,9,13.41
2013,1,10,9.42
2013,1,11,8.8
2013,1,12,8.05
2013,1,13,6.3
2013,1,14,4.78
2013,1,15,13.71
2013,1,16,29.37
2013,1,17,24.39
2013,1,18,11.68
2013,1,19,10.04
2013,1,20,13.57
2013,1,21,8.86
2013,1,22,16.67
2013,1,23,23.8
2013,1,24,28.38
2013,1,25,10.6
2013,1,26,8.72
2013,1,27,5.78
2013,1,28,6.19
2013,1,29,11.99
2013,1,30,15.57
2013,1,31,8.97
2013,2,1,5.12
2013,2,2,7.84
2013,2,3,9.63
2013,2,4,10.6
2013,2,5,8.23
2013,2,6,10.43
2013,2,7,15.47
2013,2,8,10.57
2013,2,9,7.85
2013,2,10,8.83
2013,2,11,9.82
2013,2,12,9.89
2013,2,13,8.13
2013,2,14,6.73
2013,2,15,11.6
2013,2,16,20.22
2013,2,17,18.22
2013,2,18,13.05
2013,2,19,7.93
2013,2,20,10.29
2013,2,21,21.15
2013,2,22,7.33
2013,2,23,6.25
2013,2,24,8.49
2013,2,25,10.72
2013,2,26,13.63
2013,2,27,14.41
2013,2,28,7.71
2013,3,1,10.13
2013,3,2,9.72
2013,3,3,8.86
2013,3,4,9.38
2013,3,5,4.78
2013,3,6,7.06
2013,3,7,10.11
2013,3,8,6.53
2013,3,9,9.27
2013,3,10,13.93
2013,3,11,7.96
2013,3,12,6.46
2013,3,13,8.78
2013,3,14,12.35
2013,3,15,9.11
2013,3,16,7.85
2013,3,17,7.17
2013,3,18,7.83
2013,3,19,11.09
2013,3,20,8.41
2013,3,21,6.37
2013,3,22,6.69
2013,3,23,6.35
2013,3,24,18.66
2013,3,25,13.55
2013,3,26,7.3
2013,3,27,7.86
2013,3,28,9.82
2013,3,29,4.11
2013,3,30,5.6
2013,3,31,11.04
2013,4,1,4.83
2013,4,2,9.24
2013,4,3,11.29
2013,4,4,9.41
2013,4,5,3.92
2013,4,6,3.76
2013,4,7,10.09
2013,4,8,12.08
2013,4,9,10.02
2013,4,10,13.66
2013,4,11,6.1
2013,4,12,18.68
2013,4,13,17.55
2013,4,14,16.91
2013,4,15,13.43
2013,4,16,6.66
2013,4,17,7.19
2013,4,18,11.61
2013,4,19,8.24
2013,4,20,11.72
2013,4,21,15.61
2013,4,22,8.27
2013,4,23,6.69
2013,4,24,9.11
2013,4,25,11.74
2013,4,26,22.26
2013,4,27,25.28
2013,4,28,13.62
2013,4,29,14.57
2013,4,30,5.86
2013,5,1,12.6
2013,5,2,12.78
2013,5,3,12.56
2013,5,4,8.95
2013,5,5,10.72
2013,5,6,13.0
2013,5,7,9.96
2013,5,8,9.6
2013,5,9,10.3
2013,5,10,7.99
2013,5,11,9.39
2013,5,12,11.17
2013,5,13,14.61
2013,5,14,9.11
2013,5,15,9.57
2013,5,16,12.36
2013,5,17,10.49
2013,5,18,10.3
2013,5,19,11.77
2013,5,20,10.62
2013,5,21,8.94
2013,5,22,8.39
2013,5,23,4.3
2013,5,24,5.4
2013,5,25,12.44
2013,5,26,6.67
2013,5,27,4.88
2013,5,28,10.69
2013,5,29,8.22
2013,5,30,7.23
2013,5,31,11.67
2013,6,1,9.43
2013,6,2,8.13
2013,6,3,9.33
2013,6,4,6.91
2013,6,5,6.33
2013,6,6,7.16
2013,6,7,7.75
2013,6,8,10.17
2013,6,9,12.27
2013,6,10,7.4
2013,6,11,14.28
2013,6,12,17.51
2013,6,13,15.24
2013,6,14,11.22
2013,6,15,11.27
2013,6,16,11.73
2013,6,17,9.81
2013,6,18,9.98
2013,6,19,14.86
2013,6,20,20.4
2013,6,21,17.0
2013,6,22,18.64
2013,6,23,21.25
2013,6,24,16.64
2013,6,25,11.37
2013,6,26,12.18
2013,6,27,11.75
2013,6,28,7.72
