-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M     MERRA-2 Relative Humidity at 2 Meters (%) 
-END HEADER-
YEAR,MO,DY,RH2M
2010,4,4,74.37
2010,4,5,81.91
2010,4,6,75.7
2010,4,7,78.17
2010,4,8,86.04
2010,4,9,84.95
2010,4,10,88.23
2010,4,11,75.34
2010,4,12,73.15
2010,4,13,75.34
2010,4,14,90.51
2010,4,15,90.42
2010,4,16,71.44
2010,4,17,79.78
2010,4,18,75.44
2010,4,19,67.88
2010,4,20,74.72
2010,4,21,83.92
2010,4,22,71.25
2010,4,23,74.41
2010,4,24,79.25
2010,4,25,75.7
2010,4,26,80.28
2010,4,27,68.31
2010,4,28,68.0
2010,4,29,69.44
2010,4,30,76.41
2010,5,1,73.69
2010,5,2,75.59
2010,5,3,73.42
2010,5,4,76.25
2010,5,5,77.6
2010,5,6,79.44
2010,5,7,68.38
2010,5,8,67.52
2010,5,9,72.35
2010,5,10,73.98
2010,5,11,68.64
2010,5,12,63.44
2010,5,13,69.02
2010,5,14,68.73
2010,5,15,72.9
2010,5,16,76.51
2010,5,17,80.42
2010,5,18,75.95
2010,5,19,77.77
2010,5,20,73.62
2010,5,21,70.68
2010,5,22,78.46
2010,5,23,67.66
2010,5,24,75.45
2010,5,25,67.96
2010,5,26,62.44
2010,5,27,74.68
2010,5,28,78.1
2010,5,29,70.39
2010,5,30,65.8
2010,5,31,74.21
2010,6,1,83.7
2010,6,2,82.19
2010,6,3,90.39
2010,6,4,87.61
2010,6,5,71.21
2010,6,6,67.63
2010,6,7,66.63
2010,6,8,65.36
2010,6,9,75.08
2010,6,10,71.25
2010,6,11,71.41
2010,6,12,75.41
2010,6,13,65.26
2010,6,14,72.98
2010,6,15,72.26
2010,6,16,74.37
2010,6,17,76.66
2010,6,18,75.72
2010,6,19,66.65
2010,6,20,76.74
2010,6,21,75.8
2010,6,22,72.96
2010,6,23,66.77
2010,6,24,65.78
2010,6,25,65.01
2010,6,26,68.81
2010,6,27,67.65
2010,6,28,65.93
2010,6,29,78.27
2010,6,30,74.37
2010,7,1,75.89
2010,7,2,83.09
2010,7,3,89.28
2010,7,4,94.21
2010,7,5,85.54
2010,7,6,94.51
2010,7,7,86.54
2010,7,8,66.27
2010,7,9,71.93
2010,7,10,78.1
2010,7,11,64.92
2010,7,12,70.89
2010,7,13,71.95
2010,7,14,75.9
2010,7,15,78.56
2010,7,16,77.1
2010,7,17,75.46
2010,7,18,67.08
2010,7,19,59.33
2010,7,20,66.65
2010,7,21,83.34
2010,7,22,91.36
2010,7,23,83.37
2010,7,24,76.83
2010,7,25,75.24
2010,7,26,78.61
2010,7,27,76.75
2010,7,28,65.31
2010,7,29,70.95
2010,7,30,77.73
2010,7,31,75.41
2010,8,1,92.65
2010,8,2,94.16
2010,8,3,86.2
2010,8,4,73.07
2010,8,5,77.8
2010,8,6,75.45
2010,8,7,71.65
2010,8,8,88.36
2010,8,9,80.17
2010,8,10,85.28
2010,8,11,73.71
2010,8,12,78.86
2010,8,13,80.04
2010,8,14,77.63
2010,8,15,69.02
2010,8,16,87.92
2010,8,17,83.61
2010,8,18,65.82
2010,8,19,60.8
2010,8,20,70.03
2010,8,21,88.4
2010,8,22,75.79
2010,8,23,83.27
2010,8,24,73.28
2010,8,25,57.28
2010,8,26,63.41
2010,8,27,79.28
2010,8,28,75.12
2010,8,29,71.1
2010,8,30,66.18
2010,8,31,66.93
2010,9,1,74.71
2010,9,2,68.52
2010,9,3,68.27
2010,9,4,64.16
2010,9,5,73.27
2010,9,6,69.88
2010,9,7,72.16
2010,9,8,72.84
2010,9,9,68.47
2010,9,10,64.8
2010,9,11,91.98
2010,9,12,81.54
2010,9,13,80.7
2010,9,14,80.44
2010,9,15,65.22
2010,9,16,77.4
2010,9,17,75.51
2010,9,18,60.06
2010,9,19,67.54
2010,9,20,75.26
2010,9,21,74.57
2010,9,22,68.31
2010,9,23,71.86
2010,9,24,73.99
2010,9,25,69.15
2010,9,26,72.48
2010,9,27,70.46
2010,9,28,66.0
2010,9,29,69.67
2010,9,30,68.47
2010,10,1,67.89
2010,10,2,69.53
2010,10,3,72.89
2010,10,4,69.56
2010,10,5,75.85
2010,10,6,72.2
2010,10,7,74.76
2010,10,8,74.76
2010,10,9,62.97
2010,10,10,67.15
2010,10,11,66.27
2010,10,12,74.98
2010,10,13,71.73
2010,10,14,68.79
2010,10,15,72.07
2010,10,16,71.0
2010,10,17,62.57
2010,10,18,72.83
2010,10,19,68.43
2010,10,20,72.46
2010,10,21,72.81
2010,10,22,72.73
2010,10,23,80.24
2010,10,24,76.43
2010,10,25,74.49
2010,10,26,71.66
2010,10,27,68.74
2010,10,28,66.77
2010,10,29,69.1
2010,10,30,81.42
2010,10,31,93.95
2010,11,1,75.5
2010,11,2,81.89
2010,11,3,75.35
2010,11,4,61.45
2010,11,5,68.48
2010,11,6,74.99
2010,11,7,67.4
2010,11,8,58.51
2010,11,9,58.44
2010,11,10,69.97
2010,11,11,58.91
2010,11,12,63.76
2010,11,13,67.9
2010,11,14,67.17
2010,11,15,65.48
2010,11,16,67.09
2010,11,17,66.54
2010,11,18,66.79
2010,11,19,65.56
2010,11,20,57.61
2010,11,21,64.77
2010,11,22,60.08
2010,11,23,70.08
2010,11,24,71.87
2010,11,25,65.36
2010,11,26,63.66
2010,11,27,66.06
2010,11,28,72.34
2010,11,29,66.9
2010,11,30,58.82
2010,12,1,64.8
2010,12,2,67.83
2010,12,3,64.18
2010,12,4,78.22
2010,12,5,73.35
2010,12,6,59.06
2010,12,7,60.63
2010,12,8,61.91
2010,12,9,63.97
2010,12,10,71.77
2010,12,11,72.75
2010,12,12,68.4
2010,12,13,84.08
2010,12,14,76.41
2010,12,15,65.75
2010,12,16,71.54
2010,12,17,68.68
2010,12,18,59.33
2010,12,19,62.01
2010,12,20,69.29
2010,12,21,69.12
2010,12,22,71.77
2010,12,23,74.14
2010,12,24,71.63
2010,12,25,77.92
2010,12,26,80.72
2010,12,27,87.02
2010,12,28,84.52
2010,12,29,90.86
2010,12,30,82.54
2010,12,31,68.78
2011,1,1,70.12
2011,1,2,72.02
2011,1,3,73.49
2011,1,4,85.98
2011,1,5,70.58
2011,1,6,80.55
2011,1,7,63.36
2011,1,8,59.67
2011,1,9,60.06
2011,1,10,66.02
2011,1,11,71.0
2011,1,12,68.61
2011,1,13,65.94
2011,1,14,70.61
2011,1,15,68.92
2011,1,16,68.05
2011,1,17,72.32
2011,1,18,71.01
2011,1,19,75.12
2011,1,20,66.0
2011,1,21,77.47
2011,1,22,67.85
2011,1,23,75.24
2011,1,24,83.26
2011,1,25,77.84
2011,1,26,67.06
2011,1,27,61.39
2011,1,28,71.59
2011,1,29,73.0
2011,1,30,78.4
2011,1,31,75.91
2011,2,1,77.25
2011,2,2,67.53
2011,2,3,77.99
2011,2,4,85.06
2011,2,5,71.57
2011,2,6,67.55
2011,2,7,66.68
2011,2,8,70.69
2011,2,9,71.11
2011,2,10,65.24
2011,2,11,61.87
2011,2,12,62.79
2011,2,13,57.79
2011,2,14,57.18
2011,2,15,59.27
2011,2,16,56.09
2011,2,17,93.78
2011,2,18,63.67
2011,2,19,66.54
2011,2,20,61.51
2011,2,21,57.29
2011,2,22,60.57
2011,2,23,65.34
2011,2,24,65.98
2011,2,25,59.93
2011,2,26,60.79
2011,2,27,67.61
2011,2,28,67.38
2011,3,1,69.48
2011,3,2,57.96
2011,3,3,66.61
2011,3,4,67.31
2011,3,5,61.44
2011,3,6,73.0
2011,3,7,68.98
2011,3,8,68.48
2011,3,9,70.28
2011,3,10,73.08
2011,3,11,68.53
2011,3,12,57.16
2011,3,13,62.64
2011,3,14,68.53
2011,3,15,79.08
2011,3,16,71.47
2011,3,17,77.76
2011,3,18,70.07
2011,3,19,68.95
2011,3,20,75.39
2011,3,21,69.5
2011,3,22,67.85
2011,3,23,71.54
2011,3,24,71.4
2011,3,25,65.22
2011,3,26,60.14
2011,3,27,58.4
2011,3,28,62.99
2011,3,29,60.47
2011,3,30,62.4
2011,3,31,63.47
2011,4,1,68.15
2011,4,2,71.1
2011,4,3,65.38
2011,4,4,81.08
2011,4,5,88.58
2011,4,6,70.34
2011,4,7,63.12
2011,4,8,64.99
2011,4,9,70.97
2011,4,10,70.01
2011,4,11,72.76
2011,4,12,71.28
2011,4,13,69.02
2011,4,14,64.22
2011,4,15,62.22
2011,4,16,59.28
2011,4,17,62.24
2011,4,18,59.15
2011,4,19,61.39
2011,4,20,60.12
2011,4,21,65.61
2011,4,22,66.73
2011,4,23,66.79
2011,4,24,65.25
2011,4,25,68.55
2011,4,26,78.73
2011,4,27,58.48
2011,4,28,67.53
2011,4,29,64.52
2011,4,30,55.44
2011,5,1,59.06
2011,5,2,68.79
2011,5,3,70.86
2011,5,4,68.35
2011,5,5,60.4
2011,5,6,66.49
2011,5,7,61.53
2011,5,8,62.4
2011,5,9,64.14
2011,5,10,61.41
2011,5,11,67.64
2011,5,12,68.46
2011,5,13,71.55
2011,5,14,74.53
2011,5,15,78.21
2011,5,16,63.38
2011,5,17,75.36
2011,5,18,74.82
2011,5,19,67.66
2011,5,20,66.52
2011,5,21,72.67
2011,5,22,62.35
2011,5,23,85.49
2011,5,24,68.02
2011,5,25,65.96
2011,5,26,82.05
2011,5,27,71.16
2011,5,28,69.21
2011,5,29,71.54
2011,5,30,62.8
2011,5,31,61.46
2011,6,1,65.36
2011,6,2,57.93
2011,6,3,66.67
2011,6,4,65.89
2011,6,5,70.89
2011,6,6,71.7
2011,6,7,72.5
2011,6,8,76.66
2011,6,9,67.71
2011,6,10,66.11
2011,6,11,64.24
2011,6,12,67.77
2011,6,13,72.8
2011,6,14,67.45
2011,6,15,56.97
2011,6,16,55.74
2011,6,17,72.76
2011,6,18,65.33
2011,6,19,60.01
2011,6,20,70.89
2011,6,21,65.68
2011,6,22,82.16
2011,6,23,68.12
2011,6,24,66.29
2011,6,25,51.44
2011,6,26,57.17
2011,6,27,76.68
2011,6,28,70.52
2011,6,29,75.79
2011,6,30,65.27
2011,7,1,72.05
2011,7,2,87.89
2011,7,3,74.39
2011,7,4,90.08
2011,7,5,75.79
2011,7,6,79.1
2011,7,7,76.56
2011,7,8,67.19
2011,7,9,67.72
2011,7,10,83.06
2011,7,11,81.35
2011,7,12,63.98
2011,7,13,61.59
2011,7,14,67.88
2011,7,15,77.58
2011,7,16,74.64
2011,7,17,61.26
2011,7,18,67.68
2011,7,19,67.2
2011,7,20,60.78
2011,7,21,58.36
2011,7,22,76.94
2011,7,23,64.84
2011,7,24,67.04
2011,7,25,68.52
2011,7,26,74.64
2011,7,27,68.81
2011,7,28,55.9
2011,7,29,62.23
2011,7,30,72.27
2011,7,31,65.78
2011,8,1,76.16
2011,8,2,69.43
2011,8,3,70.19
2011,8,4,63.39
2011,8,5,76.38
2011,8,6,76.36
2011,8,7,70.4
2011,8,8,59.85
2011,8,9,57.57
2011,8,10,67.9
2011,8,11,74.91
2011,8,12,68.89
2011,8,13,61.39
2011,8,14,70.05
2011,8,15,65.55
2011,8,16,77.04
2011,8,17,67.28
2011,8,18,61.28
2011,8,19,62.09
2011,8,20,70.72
2011,8,21,73.34
2011,8,22,67.63
2011,8,23,71.9
2011,8,24,62.04
2011,8,25,63.85
2011,8,26,66.75
2011,8,27,67.0
2011,8,28,68.95
2011,8,29,74.55
2011,8,30,73.0
2011,8,31,71.38
2011,9,1,66.87
2011,9,2,58.66
2011,9,3,62.38
2011,9,4,62.27
2011,9,5,58.66
2011,9,6,63.22
2011,9,7,71.4
2011,9,8,66.33
2011,9,9,60.6
2011,9,10,69.21
2011,9,11,69.8
2011,9,12,74.19
2011,9,13,74.43
2011,9,14,69.13
2011,9,15,62.9
2011,9,16,67.19
2011,9,17,61.57
2011,9,18,60.27
2011,9,19,80.88
2011,9,20,67.43
2011,9,21,61.89
2011,9,22,65.08
2011,9,23,62.63
2011,9,24,74.27
2011,9,25,64.09
2011,9,26,67.19
2011,9,27,66.48
2011,9,28,67.86
2011,9,29,59.42
2011,9,30,59.05
2011,10,1,62.52
2011,10,2,67.87
2011,10,3,68.07
2011,10,4,62.2
2011,10,5,59.01
2011,10,6,61.94
2011,10,7,60.87
2011,10,8,65.23
2011,10,9,71.31
2011,10,10,63.01
2011,10,11,61.58
2011,10,12,75.22
2011,10,13,63.0
2011,10,14,62.01
2011,10,15,69.61
2011,10,16,67.85
2011,10,17,62.42
2011,10,18,65.67
2011,10,19,68.08
2011,10,20,68.3
2011,10,21,63.4
2011,10,22,63.41
2011,10,23,69.64
2011,10,24,62.56
2011,10,25,64.93
2011,10,26,63.21
2011,10,27,58.22
2011,10,28,60.33
2011,10,29,59.54
2011,10,30,63.8
2011,10,31,63.26
2011,11,1,66.53
2011,11,2,59.76
2011,11,3,53.86
2011,11,4,64.43
2011,11,5,62.04
2011,11,6,63.43
2011,11,7,61.58
2011,11,8,59.2
2011,11,9,69.85
2011,11,10,69.21
2011,11,11,62.88
2011,11,12,60.46
2011,11,13,69.54
2011,11,14,65.82
2011,11,15,68.63
2011,11,16,69.3
2011,11,17,68.94
2011,11,18,67.08
2011,11,19,64.57
2011,11,20,63.72
2011,11,21,65.26
2011,11,22,76.18
2011,11,23,79.2
2011,11,24,90.03
2011,11,25,74.36
2011,11,26,69.71
2011,11,27,83.13
2011,11,28,66.98
2011,11,29,69.33
2011,11,30,70.86
2011,12,1,66.66
2011,12,2,66.82
2011,12,3,75.84
2011,12,4,70.85
2011,12,5,71.68
2011,12,6,61.76
2011,12,7,60.06
2011,12,8,64.1
2011,12,9,64.58
2011,12,10,63.55
2011,12,11,63.41
2011,12,12,66.56
2011,12,13,69.18
2011,12,14,67.73
2011,12,15,66.56
2011,12,16,59.12
2011,12,17,62.37
2011,12,18,63.27
2011,12,19,60.99
2011,12,20,61.91
2011,12,21,66.73
2011,12,22,73.35
2011,12,23,80.56
2011,12,24,71.54
2011,12,25,76.61
2011,12,26,64.94
2011,12,27,67.82
2011,12,28,82.04
2011,12,29,71.31
2011,12,30,69.67
2011,12,31,80.81
2012,1,1,72.54
2012,1,2,80.64
2012,1,3,69.15
2012,1,4,78.59
2012,1,5,84.98
2012,1,6,77.5
2012,1,7,70.38
2012,1,8,65.79
2012,1,9,65.48
2012,1,10,71.9
2012,1,11,68.72
2012,1,12,63.56
2012,1,13,71.07
2012,1,14,77.05
2012,1,15,72.87
2012,1,16,72.71
2012,1,17,70.88
2012,1,18,78.61
2012,1,19,62.3
2012,1,20,76.99
2012,1,21,66.24
2012,1,22,77.87
2012,1,23,68.78
2012,1,24,69.77
2012,1,25,68.63
2012,1,26,70.79
2012,1,27,70.92
2012,1,28,68.96
2012,1,29,60.53
2012,1,30,63.47
2012,1,31,69.5
2012,2,1,66.63
2012,2,2,73.61
2012,2,3,64.91
2012,2,4,69.75
2012,2,5,68.15
2012,2,6,66.29
2012,2,7,69.25
2012,2,8,68.02
2012,2,9,66.51
2012,2,10,60.16
2012,2,11,53.09
2012,2,12,58.52
2012,2,13,63.84
2012,2,14,65.35
2012,2,15,71.57
2012,2,16,74.32
2012,2,17,74.45
2012,2,18,74.12
2012,2,19,74.85
2012,2,20,72.94
2012,2,21,70.44
2012,2,22,73.19
2012,2,23,67.51
2012,2,24,67.45
2012,2,25,71.92
2012,2,26,64.82
2012,2,27,69.71
2012,2,28,69.3
2012,2,29,62.56
2012,3,1,66.52
2012,3,2,65.83
2012,3,3,73.39
2012,3,4,71.03
2012,3,5,88.5
2012,3,6,80.27
2012,3,7,81.32
2012,3,8,82.28
2012,3,9,81.63
2012,3,10,74.89
2012,3,11,73.2
2012,3,12,74.49
2012,3,13,76.07
2012,3,14,73.33
2012,3,15,74.24
2012,3,16,67.67
2012,3,17,62.7
2012,3,18,76.29
2012,3,19,78.36
2012,3,20,71.84
2012,3,21,70.35
2012,3,22,83.95
2012,3,23,84.52
2012,3,24,76.06
2012,3,25,90.45
2012,3,26,84.17
2012,3,27,70.01
2012,3,28,70.06
2012,3,29,70.98
2012,3,30,67.84
2012,3,31,75.01
2012,4,1,76.03
2012,4,2,75.76
2012,4,3,67.65
2012,4,4,69.15
2012,4,5,77.79
2012,4,6,75.4
2012,4,7,63.57
2012,4,8,73.99
2012,4,9,78.98
2012,4,10,72.24
2012,4,11,68.27
2012,4,12,77.53
2012,4,13,65.83
2012,4,14,71.86
2012,4,15,76.01
2012,4,16,78.5
2012,4,17,73.82
2012,4,18,68.92
2012,4,19,72.18
2012,4,20,71.53
2012,4,21,71.88
2012,4,22,66.46
2012,4,23,71.31
2012,4,24,74.04
2012,4,25,77.9
2012,4,26,80.59
2012,4,27,64.58
2012,4,28,75.04
2012,4,29,76.64
2012,4,30,77.35
2012,5,1,78.71
2012,5,2,80.31
2012,5,3,72.72
2012,5,4,65.7
2012,5,5,47.77
2012,5,6,73.26
2012,5,7,73.08
2012,5,8,63.73
2012,5,9,82.02
2012,5,10,74.44
2012,5,11,64.26
2012,5,12,62.84
2012,5,13,71.65
2012,5,14,65.49
2012,5,15,72.25
2012,5,16,71.77
2012,5,17,72.78
2012,5,18,77.62
2012,5,19,75.22
2012,5,20,72.96
2012,5,21,80.04
2012,5,22,81.86
2012,5,23,84.64
2012,5,24,88.11
2012,5,25,97.52
2012,5,26,83.07
2012,5,27,71.88
2012,5,28,66.94
2012,5,29,65.95
2012,5,30,65.62
2012,5,31,75.34
2012,6,1,84.27
2012,6,2,89.81
2012,6,3,80.62
2012,6,4,85.84
2012,6,5,82.36
2012,6,6,75.38
2012,6,7,65.92
2012,6,8,84.93
2012,6,9,79.2
2012,6,10,81.26
2012,6,11,88.18
2012,6,12,82.96
2012,6,13,69.41
2012,6,14,63.28
2012,6,15,72.37
2012,6,16,72.98
2012,6,17,68.42
2012,6,18,69.37
2012,6,19,66.51
2012,6,20,73.48
2012,6,21,77.76
2012,6,22,84.18
2012,6,23,61.9
2012,6,24,57.42
2012,6,25,83.25
2012,6,26,81.08
2012,6,27,64.5
2012,6,28,63.06
2012,6,29,62.41
2012,6,30,64.78
2012,7,1,54.79
2012,7,2,54.57
2012,7,3,63.61
2012,7,4,82.83
2012,7,5,71.06
2012,7,6,65.36
2012,7,7,76.9
2012,7,8,71.97
2012,7,9,85.64
2012,7,10,77.95
2012,7,11,71.64
2012,7,12,67.11
2012,7,13,79.63
2012,7,14,95.32
2012,7,15,70.59
2012,7,16,68.89
2012,7,17,67.14
2012,7,18,76.29
2012,7,19,70.38
2012,7,20,74.66
2012,7,21,86.78
2012,7,22,86.11
2012,7,23,80.34
2012,7,24,69.73
2012,7,25,89.29
2012,7,26,81.86
2012,7,27,74.09
2012,7,28,93.44
2012,7,29,94.58
2012,7,30,84.7
2012,7,31,64.53
2012,8,1,90.68
2012,8,2,85.53
2012,8,3,75.85
2012,8,4,56.03
2012,8,5,71.28
2012,8,6,71.61
2012,8,7,69.61
2012,8,8,74.26
2012,8,9,65.0
2012,8,10,61.18
2012,8,11,69.62
2012,8,12,74.01
2012,8,13,79.75
2012,8,14,80.72
2012,8,15,74.31
2012,8,16,66.95
2012,8,17,65.65
2012,8,18,68.81
2012,8,19,66.6
2012,8,20,57.54
2012,8,21,78.47
2012,8,22,80.38
2012,8,23,82.81
2012,8,24,71.21
2012,8,25,80.63
2012,8,26,77.94
2012,8,27,67.68
2012,8,28,54.23
2012,8,29,58.0
2012,8,30,61.61
2012,8,31,64.08
2012,9,1,76.67
2012,9,2,75.86
2012,9,3,65.48
2012,9,4,87.64
2012,9,5,79.89
2012,9,6,78.45
2012,9,7,71.96
2012,9,8,77.51
2012,9,9,79.58
2012,9,10,73.89
2012,9,11,68.46
2012,9,12,68.86
2012,9,13,69.27
2012,9,14,72.2
2012,9,15,72.91
2012,9,16,73.65
2012,9,17,81.75
2012,9,18,83.12
2012,9,19,65.68
2012,9,20,64.88
2012,9,21,62.18
2012,9,22,60.18
2012,9,23,69.62
2012,9,24,66.43
2012,9,25,75.35
2012,9,26,79.3
2012,9,27,57.3
2012,9,28,59.86
2012,9,29,60.36
2012,9,30,61.07
2012,10,1,68.92
2012,10,2,73.67
2012,10,3,64.42
2012,10,4,67.37
2012,10,5,70.27
2012,10,6,70.76
2012,10,7,70.73
2012,10,8,75.24
2012,10,9,76.16
2012,10,10,63.04
2012,10,11,77.71
2012,10,12,72.2
2012,10,13,65.15
2012,10,14,64.97
2012,10,15,63.69
2012,10,16,71.35
2012,10,17,70.61
2012,10,18,70.71
2012,10,19,70.97
2012,10,20,66.64
2012,10,21,67.62
2012,10,22,62.69
2012,10,23,51.97
2012,10,24,62.5
2012,10,25,63.78
2012,10,26,66.22
2012,10,27,79.73
2012,10,28,84.4
2012,10,29,62.33
2012,10,30,59.54
2012,10,31,58.14
2012,11,1,73.48
2012,11,2,68.83
2012,11,3,70.86
2012,11,4,69.17
2012,11,5,66.6
2012,11,6,61.5
2012,11,7,59.13
2012,11,8,52.63
2012,11,9,57.11
2012,11,10,62.95
2012,11,11,61.4
2012,11,12,68.05
2012,11,13,64.63
2012,11,14,65.29
2012,11,15,66.45
2012,11,16,66.72
2012,11,17,70.58
2012,11,18,67.22
2012,11,19,71.56
2012,11,20,70.11
2012,11,21,70.12
2012,11,22,71.82
2012,11,23,70.47
2012,11,24,65.58
2012,11,25,67.0
2012,11,26,71.24
2012,11,27,71.68
2012,11,28,76.43
2012,11,29,76.95
2012,11,30,75.56
2012,12,1,67.91
2012,12,2,68.21
2012,12,3,71.48
2012,12,4,60.78
2012,12,5,68.53
2012,12,6,77.76
2012,12,7,70.67
2012,12,8,69.14
2012,12,9,69.26
2012,12,10,73.61
2012,12,11,84.56
2012,12,12,91.9
2012,12,13,94.5
2012,12,14,78.76
2012,12,15,65.96
2012,12,16,69.85
2012,12,17,67.42
2012,12,18,64.88
2012,12,19,73.87
2012,12,20,89.09
2012,12,21,81.22
2012,12,22,69.56
2012,12,23,66.6
2012,12,24,64.5
2012,12,25,63.96
2012,12,26,68.33
2012,12,27,72.8
2012,12,28,76.85
2012,12,29,76.07
2012,12,30,74.0
2012,12,31,62.47
2013,1,1,57.04
2013,1,2,56.24
2013,1,3,67.93
2013,1,4,77.11
2013,1,5,75.35
2013,1,6,72.57
2013,1,7,76.56
2013,1,8,78.78
2013,1,9,82.0
2013,1,10,83.87
2013,1,11,77.65
2013,1,12,72.59
2013,1,13,71.99
2013,1,14,75.3
2013,1,15,88.45
2013,1,16,70.74
2013,1,17,71.19
2013,1,18,67.57
2013,1,19,69.61
2013,1,20,67.54
2013,1,21,65.36
2013,1,22,71.14
2013,1,23,68.7
2013,1,24,69.37
2013,1,25,89.76
2013,1,26,85.79
2013,1,27,63.67
2013,1,28,66.32
2013,1,29,68.12
2013,1,30,63.0
2013,1,31,76.9
2013,2,1,66.79
2013,2,2,67.86
2013,2,3,71.78
2013,2,4,72.31
2013,2,5,67.32
2013,2,6,72.48
2013,2,7,71.59
2013,2,8,66.72
2013,2,9,69.06
2013,2,10,68.05
2013,2,11,68.09
2013,2,12,74.11
2013,2,13,68.42
2013,2,14,64.89
2013,2,15,70.29
2013,2,16,78.18
2013,2,17,66.89
2013,2,18,67.91
2013,2,19,72.63
2013,2,20,78.01
2013,2,21,73.8
2013,2,22,68.98
2013,2,23,66.84
2013,2,24,56.8
2013,2,25,61.67
2013,2,26,54.67
2013,2,27,63.62
2013,2,28,63.94
2013,3,1,64.83
2013,3,2,75.48
2013,3,3,80.39
2013,3,4,80.41
2013,3,5,73.77
2013,3,6,84.16
2013,3,7,84.58
2013,3,8,68.82
2013,3,9,75.25
2013,3,10,76.43
2013,3,11,68.38
2013,3,12,76.4
2013,3,13,78.01
2013,3,14,69.01
2013,3,15,58.74
2013,3,16,74.03
2013,3,17,73.58
2013,3,18,74.85
2013,3,19,77.6
2013,3,20,78.14
2013,3,21,80.38
2013,3,22,72.95
2013,3,23,73.09
2013,3,24,85.14
2013,3,25,75.99
2013,3,26,68.61
2013,3,27,68.3
2013,3,28,65.27
2013,3,29,80.97
2013,3,30,60.02
2013,3,31,90.69
2013,4,1,93.0
2013,4,2,88.15
2013,4,3,90.2
2013,4,4,71.22
2013,4,5,68.21
2013,4,6,80.21
2013,4,7,76.5
2013,4,8,78.67
2013,4,9,76.16
2013,4,10,78.51
2013,4,11,78.0
2013,4,12,70.53
2013,4,13,67.31
2013,4,14,73.24
2013,4,15,74.12
2013,4,16,67.75
2013,4,17,72.99
2013,4,18,69.94
2013,4,19,71.94
2013,4,20,72.94
2013,4,21,72.65
2013,4,22,65.15
2013,4,23,68.0
2013,4,24,79.63
2013,4,25,69.32
2013,4,26,71.8
2013,4,27,74.3
2013,4,28,77.37
2013,4,29,67.9
2013,4,30,77.06
2013,5,1,74.62
2013,5,2,71.93
2013,5,3,74.09
2013,5,4,70.3
2013,5,5,71.84
2013,5,6,73.27
2013,5,7,66.98
2013,5,8,61.72
2013,5,9,61.92
2013,5,10,78.89
2013,5,11,77.52
2013,5,12,72.18
2013,5,13,68.11
2013,5,14,67.4
2013,5,15,72.17
2013,5,16,72.23
2013,5,17,73.65
2013,5,18,68.3
2013,5,19,71.73
2013,5,20,69.03
2013,5,21,59.44
2013,5,22,58.39
2013,5,23,63.05
2013,5,24,85.06
2013,5,25,77.23
2013,5,26,71.05
2013,5,27,74.02
2013,5,28,63.43
2013,5,29,67.75
2013,5,30,77.29
2013,5,31,73.99
2013,6,1,56.85
2013,6,2,64.43
2013,6,3,61.87
2013,6,4,61.24
2013,6,5,82.12
2013,6,6,79.67
2013,6,7,84.09
2013,6,8,67.89
2013,6,9,66.82
2013,6,10,75.57
2013,6,11,79.77
2013,6,12,72.19
2013,6,13,66.5
2013,6,14,58.42
2013,6,15,73.02
2013,6,16,78.55
2013,6,17,72.71
2013,6,18,65.92
2013,6,19,70.42
2013,6,20,60.3
2013,6,21,64.83
2013,6,22,69.78
2013,6,23,76.45
2013,6,24,58.77
2013,6,25,59.54
2013,6,26,68.0
2013,6,27,78.45
2013,6,28,66.9
2013,6,29,67.59
2013,6,30,71.54
2013,7,1,84.79
2013,7,2,96.15
2013,7,3,89.53
2013,7,4,75.58
2013,7,5,73.12
2013,7,6,70.16
2013,7,7,55.91
2013,7,8,58.28
2013,7,9,70.36
2013,7,10,67.67
2013,7,11,75.76
2013,7,12,80.68
2013,7,13,75.92
2013,7,14,85.64
2013,7,15,78.8
2013,7,16,67.28
2013,7,17,68.99
2013,7,18,79.11
2013,7,19,67.68
2013,7,20,71.76
2013,7,21,76.3
2013,7,22,60.26
2013,7,23,64.41
2013,7,24,85.63
2013,7,25,68.68
2013,7,26,69.53
2013,7,27,71.82
2013,7,28,73.27
2013,7,29,72.1
2013,7,30,77.4
2013,7,31,81.23
2013,8,1,69.63
2013,8,2,67.85
2013,8,3,65.9
2013,8,4,62.12
2013,8,5,60.13
2013,8,6,86.14
2013,8,7,77.43
2013,8,8,68.5
2013,8,9,79.35
2013,8,10,72.87
2013,8,11,78.24
2013,8,12,67.27
2013,8,13,73.51
2013,8,14,66.79
2013,8,15,65.9
2013,8,16,68.4
2013,8,17,52.64
2013,8,18,63.76
2013,8,19,67.76
2013,8,20,68.21
2013,8,21,66.77
2013,8,22,73.69
2013,8,23,76.61
2013,8,24,76.93
2013,8,25,69.58
2013,8,26,72.95
2013,8,27,81.1
2013,8,28,81.57
2013,8,29,85.43
2013,8,30,75.6
2013,8,31,77.85
2013,9,1,71.99
2013,9,2,71.56
2013,9,3,58.04
2013,9,4,71.74
2013,9,5,69.81
2013,9,6,73.22
