-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8736 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
-END HEADER-
YEAR,MO,DY,WD50M
2009,11,1,145.4
2009,11,2,123.0
2009,11,3,158.3
2009,11,4,125.1
2009,11,5,128.3
2009,11,6,135.6
2009,11,7,144.8
2009,11,8,148.0
2009,11,9,133.7
2009,11,10,121.5
2009,11,11,119.7
2009,11,12,127.1
2009,11,13,149.2
2009,11,14,142.7
2009,11,15,147.4
2009,11,16,113.0
2009,11,17,124.0
2009,11,18,128.5
2009,11,19,128.6
2009,11,20,113.7
2009,11,21,96.8
2009,11,22,113.9
2009,11,23,109.3
2009,11,24,120.0
2009,11,25,110.9
2009,11,26,128.8
2009,11,27,131.9
2009,11,28,153.8
2009,11,29,123.7
2009,11,30,115.9
2009,12,1,127.8
2009,12,2,139.5
2009,12,3,171.2
2009,12,4,128.0
2009,12,5,127.9
2009,12,6,124.7
2009,12,7,127.4
2009,12,8,119.8
2009,12,9,137.2
2009,12,10,122.4
2009,12,11,126.4
2009,12,12,133.9
2009,12,13,115.9
2009,12,14,112.0
2009,12,15,120.0
2009,12,16,125.7
2009,12,17,135.1
2009,12,18,139.0
2009,12,19,154.6
2009,12,20,131.3
2009,12,21,126.1
2009,12,22,120.3
2009,12,23,123.5
2009,12,24,110.2
2009,12,25,115.9
2009,12,26,147.8
2009,12,27,148.8
2009,12,28,154.9
2009,12,29,155.5
2009,12,30,145.9
2009,12,31,131.6
2010,1,1,151.4
2010,1,2,148.7
2010,1,3,138.2
2010,1,4,123.9
2010,1,5,125.2
2010,1,6,126.5
2010,1,7,132.2
2010,1,8,119.6
2010,1,9,116.9
2010,1,10,122.0
2010,1,11,130.6
2010,1,12,128.2
2010,1,13,124.2
2010,1,14,114.4
2010,1,15,178.6
2010,1,16,111.5
2010,1,17,111.8
2010,1,18,130.4
2010,1,19,124.4
2010,1,20,126.2
2010,1,21,118.5
2010,1,22,114.8
2010,1,23,117.1
2010,1,24,122.0
2010,1,25,132.1
2010,1,26,137.8
2010,1,27,129.1
2010,1,28,132.4
2010,1,29,128.5
2010,1,30,128.7
2010,1,31,142.3
2010,2,1,157.3
2010,2,2,151.5
2010,2,3,124.9
2010,2,4,149.5
2010,2,5,144.3
2010,2,6,153.2
2010,2,7,110.9
2010,2,8,162.0
2010,2,9,140.5
2010,2,10,149.1
2010,2,11,146.3
2010,2,12,135.3
2010,2,13,128.5
2010,2,14,116.8
2010,2,15,121.3
2010,2,16,145.4
2010,2,17,129.3
2010,2,18,128.0
2010,2,19,125.0
2010,2,20,123.0
2010,2,21,135.9
2010,2,22,144.0
2010,2,23,136.3
2010,2,24,145.4
2010,2,25,136.8
2010,2,26,131.2
2010,2,27,143.4
2010,2,28,129.7
2010,3,1,139.6
2010,3,2,128.8
2010,3,3,129.0
2010,3,4,150.0
2010,3,5,158.7
2010,3,6,134.1
2010,3,7,148.2
2010,3,8,137.0
2010,3,9,142.7
2010,3,10,132.1
2010,3,11,133.4
2010,3,12,133.5
2010,3,13,151.8
2010,3,14,133.2
2010,3,15,140.0
2010,3,16,150.2
2010,3,17,139.7
2010,3,18,125.7
2010,3,19,131.1
2010,3,20,129.7
2010,3,21,139.4
2010,3,22,141.7
2010,3,23,143.6
2010,3,24,139.2
2010,3,25,143.2
2010,3,26,124.6
2010,3,27,145.1
2010,3,28,149.2
2010,3,29,137.9
2010,3,30,117.4
2010,3,31,131.3
2010,4,1,119.0
2010,4,2,134.1
2010,4,3,138.9
2010,4,4,145.9
2010,4,5,119.8
2010,4,6,127.9
2010,4,7,137.4
2010,4,8,133.9
2010,4,9,143.6
2010,4,10,136.3
2010,4,11,139.1
2010,4,12,157.4
2010,4,13,142.3
2010,4,14,101.0
2010,4,15,97.0
2010,4,16,157.2
2010,4,17,143.2
2010,4,18,146.0
2010,4,19,150.7
2010,4,20,157.1
2010,4,21,119.4
2010,4,22,139.7
2010,4,23,146.0
2010,4,24,132.6
2010,4,25,144.3
2010,4,26,110.1
2010,4,27,125.9
2010,4,28,141.2
2010,4,29,141.2
2010,4,30,139.4
2010,5,1,132.8
2010,5,2,135.3
2010,5,3,138.6
2010,5,4,133.9
2010,5,5,126.5
2010,5,6,113.6
2010,5,7,151.6
2010,5,8,149.1
2010,5,9,142.0
2010,5,10,135.6
2010,5,11,138.4
2010,5,12,143.6
2010,5,13,142.2
2010,5,14,150.5
2010,5,15,126.0
2010,5,16,117.5
2010,5,17,128.8
2010,5,18,134.2
2010,5,19,111.1
2010,5,20,128.0
2010,5,21,133.8
2010,5,22,142.9
2010,5,23,143.9
2010,5,24,135.9
2010,5,25,125.0
2010,5,26,144.1
2010,5,27,133.8
2010,5,28,139.4
2010,5,29,123.2
2010,5,30,138.1
2010,5,31,152.6
2010,6,1,132.3
2010,6,2,128.3
2010,6,3,136.6
2010,6,4,145.5
2010,6,5,167.5
2010,6,6,153.0
2010,6,7,133.7
2010,6,8,134.6
2010,6,9,140.5
2010,6,10,151.0
2010,6,11,140.1
2010,6,12,126.3
2010,6,13,146.3
2010,6,14,113.6
2010,6,15,146.4
2010,6,16,144.2
2010,6,17,145.4
2010,6,18,146.1
2010,6,19,144.1
2010,6,20,126.6
2010,6,21,152.0
2010,6,22,129.0
2010,6,23,123.0
2010,6,24,117.5
2010,6,25,123.5
2010,6,26,135.1
2010,6,27,158.5
2010,6,28,159.6
2010,6,29,135.4
2010,6,30,137.9
2010,7,1,149.6
2010,7,2,143.4
2010,7,3,139.0
2010,7,4,115.5
2010,7,5,119.7
2010,7,6,327.9
2010,7,7,111.4
2010,7,8,129.5
2010,7,9,139.7
2010,7,10,133.9
2010,7,11,130.2
2010,7,12,145.3
2010,7,13,150.5
2010,7,14,142.6
2010,7,15,147.5
2010,7,16,135.4
2010,7,17,128.5
2010,7,18,139.1
2010,7,19,145.7
2010,7,20,142.2
2010,7,21,135.2
2010,7,22,154.9
2010,7,23,113.0
2010,7,24,131.3
2010,7,25,150.7
2010,7,26,146.4
2010,7,27,123.4
2010,7,28,123.4
2010,7,29,130.3
2010,7,30,144.0
2010,7,31,144.6
2010,8,1,141.3
2010,8,2,133.2
2010,8,3,145.2
2010,8,4,136.5
2010,8,5,132.0
2010,8,6,139.3
2010,8,7,146.3
2010,8,8,142.8
2010,8,9,117.3
2010,8,10,109.7
2010,8,11,149.8
2010,8,12,149.0
2010,8,13,140.4
2010,8,14,136.1
2010,8,15,157.4
2010,8,16,106.3
2010,8,17,112.0
2010,8,18,134.0
2010,8,19,167.3
2010,8,20,128.2
2010,8,21,162.9
2010,8,22,119.2
2010,8,23,139.1
2010,8,24,136.7
2010,8,25,141.4
2010,8,26,149.3
2010,8,27,141.8
2010,8,28,139.2
2010,8,29,116.4
2010,8,30,137.9
2010,8,31,161.5
2010,9,1,127.8
2010,9,2,129.0
2010,9,3,154.0
2010,9,4,165.5
2010,9,5,120.2
2010,9,6,156.1
2010,9,7,135.1
2010,9,8,150.7
2010,9,9,159.8
2010,9,10,138.9
2010,9,11,107.2
2010,9,12,116.1
2010,9,13,114.3
2010,9,14,131.4
2010,9,15,140.2
2010,9,16,118.3
2010,9,17,118.7
2010,9,18,146.7
2010,9,19,142.3
2010,9,20,131.5
2010,9,21,134.4
2010,9,22,146.3
2010,9,23,144.8
2010,9,24,132.3
2010,9,25,129.1
2010,9,26,128.7
2010,9,27,144.2
2010,9,28,146.5
2010,9,29,130.5
2010,9,30,129.4
2010,10,1,125.8
2010,10,2,135.3
2010,10,3,135.9
2010,10,4,143.1
2010,10,5,136.0
2010,10,6,133.8
2010,10,7,122.3
2010,10,8,130.2
2010,10,9,136.6
2010,10,10,142.7
2010,10,11,156.6
2010,10,12,123.9
2010,10,13,123.9
2010,10,14,136.1
2010,10,15,133.1
2010,10,16,139.8
2010,10,17,149.5
2010,10,18,125.5
2010,10,19,136.1
2010,10,20,137.4
2010,10,21,144.6
2010,10,22,139.5
2010,10,23,129.0
2010,10,24,133.4
2010,10,25,138.7
2010,10,26,145.5
2010,10,27,149.9
2010,10,28,124.6
2010,10,29,145.9
2010,10,30,98.7
2010,10,31,90.3
2010,11,1,122.3
2010,11,2,120.9
2010,11,3,127.9
2010,11,4,175.4
2010,11,5,113.3
2010,11,6,115.5
2010,11,7,122.1
2010,11,8,128.7
2010,11,9,132.7
2010,11,10,120.3
2010,11,11,132.2
2010,11,12,153.5
2010,11,13,137.7
2010,11,14,123.3
2010,11,15,119.7
2010,11,16,113.0
2010,11,17,112.7
2010,11,18,106.0
2010,11,19,128.2
2010,11,20,139.9
2010,11,21,144.1
2010,11,22,137.5
2010,11,23,133.5
2010,11,24,130.1
2010,11,25,136.3
2010,11,26,164.6
2010,11,27,138.8
2010,11,28,123.9
2010,11,29,119.0
2010,11,30,144.0
2010,12,1,115.0
2010,12,2,123.9
2010,12,3,174.6
2010,12,4,117.8
2010,12,5,139.8
2010,12,6,162.1
2010,12,7,148.5
2010,12,8,136.7
2010,12,9,161.6
2010,12,10,117.6
2010,12,11,120.9
2010,12,12,112.5
2010,12,13,110.2
2010,12,14,115.6
2010,12,15,129.7
2010,12,16,123.0
2010,12,17,121.0
2010,12,18,125.0
2010,12,19,133.7
2010,12,20,137.5
2010,12,21,134.1
2010,12,22,118.3
2010,12,23,120.0
2010,12,24,123.2
2010,12,25,116.4
2010,12,26,110.0
2010,12,27,107.7
2010,12,28,108.3
2010,12,29,100.4
2010,12,30,118.2
2010,12,31,127.1
2011,1,1,123.5
2011,1,2,133.1
2011,1,3,118.9
2011,1,4,111.1
2011,1,5,130.7
2011,1,6,114.6
2011,1,7,123.8
2011,1,8,143.3
2011,1,9,144.6
2011,1,10,135.0
2011,1,11,118.3
2011,1,12,117.4
2011,1,13,123.8
2011,1,14,133.5
2011,1,15,142.4
2011,1,16,124.2
2011,1,17,124.9
2011,1,18,112.4
2011,1,19,115.6
2011,1,20,115.0
2011,1,21,121.3
2011,1,22,168.9
2011,1,23,123.4
2011,1,24,115.8
2011,1,25,119.7
2011,1,26,151.3
2011,1,27,156.2
2011,1,28,127.4
2011,1,29,119.9
2011,1,30,116.7
2011,1,31,140.5
2011,2,1,138.4
2011,2,2,144.3
2011,2,3,115.9
2011,2,4,106.9
2011,2,5,125.7
2011,2,6,131.8
2011,2,7,140.4
2011,2,8,125.6
2011,2,9,121.0
2011,2,10,136.6
2011,2,11,146.8
2011,2,12,138.1
2011,2,13,145.1
2011,2,14,151.7
2011,2,15,167.2
2011,2,16,201.2
2011,2,17,111.5
2011,2,18,142.7
2011,2,19,140.5
2011,2,20,147.9
2011,2,21,140.3
2011,2,22,150.6
2011,2,23,129.4
2011,2,24,144.7
2011,2,25,174.8
2011,2,26,157.4
2011,2,27,145.0
2011,2,28,146.7
2011,3,1,133.5
2011,3,2,149.8
2011,3,3,140.8
2011,3,4,131.5
2011,3,5,149.0
2011,3,6,132.1
2011,3,7,140.7
2011,3,8,143.5
2011,3,9,131.4
2011,3,10,125.4
2011,3,11,142.2
2011,3,12,139.6
2011,3,13,123.6
2011,3,14,167.7
2011,3,15,109.6
2011,3,16,127.3
2011,3,17,118.9
2011,3,18,142.6
2011,3,19,137.7
2011,3,20,124.8
2011,3,21,139.0
2011,3,22,146.0
2011,3,23,134.1
2011,3,24,149.8
2011,3,25,144.6
2011,3,26,149.4
2011,3,27,146.3
2011,3,28,135.2
2011,3,29,142.4
2011,3,30,143.5
2011,3,31,147.6
2011,4,1,140.9
2011,4,2,140.2
2011,4,3,133.9
2011,4,4,95.8
2011,4,5,102.7
2011,4,6,113.8
2011,4,7,126.9
2011,4,8,141.9
2011,4,9,140.2
2011,4,10,147.9
2011,4,11,133.9
2011,4,12,140.6
2011,4,13,122.8
2011,4,14,161.1
2011,4,15,145.8
2011,4,16,150.1
2011,4,17,148.3
2011,4,18,153.9
2011,4,19,135.4
2011,4,20,146.8
2011,4,21,140.0
2011,4,22,161.1
2011,4,23,150.0
2011,4,24,158.1
2011,4,25,125.7
2011,4,26,156.3
2011,4,27,156.5
2011,4,28,137.0
2011,4,29,157.1
2011,4,30,162.0
2011,5,1,133.5
2011,5,2,118.9
2011,5,3,135.5
2011,5,4,149.2
2011,5,5,151.5
2011,5,6,138.1
2011,5,7,133.2
2011,5,8,140.9
2011,5,9,130.7
2011,5,10,132.9
2011,5,11,140.1
2011,5,12,140.3
2011,5,13,142.9
2011,5,14,135.1
2011,5,15,126.4
2011,5,16,144.2
2011,5,17,132.6
2011,5,18,136.6
2011,5,19,151.2
2011,5,20,138.0
2011,5,21,138.6
2011,5,22,160.0
2011,5,23,112.2
2011,5,24,173.4
2011,5,25,116.1
2011,5,26,99.6
2011,5,27,122.8
2011,5,28,144.9
2011,5,29,142.6
2011,5,30,157.8
2011,5,31,138.0
2011,6,1,112.5
2011,6,2,116.2
2011,6,3,115.2
2011,6,4,125.0
2011,6,5,132.0
2011,6,6,138.3
2011,6,7,133.5
2011,6,8,138.8
2011,6,9,146.4
2011,6,10,158.4
2011,6,11,129.9
2011,6,12,122.2
2011,6,13,145.0
2011,6,14,135.0
2011,6,15,135.0
2011,6,16,135.0
2011,6,17,159.5
2011,6,18,146.1
2011,6,19,141.9
2011,6,20,150.2
2011,6,21,145.3
2011,6,22,119.2
2011,6,23,142.8
2011,6,24,147.3
2011,6,25,173.4
2011,6,26,149.3
2011,6,27,140.2
2011,6,28,120.7
2011,6,29,123.1
2011,6,30,131.9
2011,7,1,132.6
2011,7,2,115.8
2011,7,3,125.9
2011,7,4,104.4
2011,7,5,128.6
2011,7,6,114.6
2011,7,7,119.0
2011,7,8,145.0
2011,7,9,154.9
2011,7,10,131.0
2011,7,11,115.7
2011,7,12,153.0
2011,7,13,146.6
2011,7,14,130.3
2011,7,15,121.7
2011,7,16,124.2
2011,7,17,141.7
2011,7,18,137.5
2011,7,19,136.7
2011,7,20,148.6
2011,7,21,140.6
2011,7,22,120.0
2011,7,23,130.1
2011,7,24,128.7
2011,7,25,130.1
2011,7,26,129.1
2011,7,27,146.4
2011,7,28,151.4
2011,7,29,133.4
2011,7,30,122.6
2011,7,31,137.7
2011,8,1,127.5
2011,8,2,125.4
2011,8,3,140.9
2011,8,4,148.9
2011,8,5,123.7
2011,8,6,134.1
2011,8,7,133.3
2011,8,8,150.6
2011,8,9,143.9
2011,8,10,138.2
2011,8,11,134.9
2011,8,12,147.1
2011,8,13,146.2
2011,8,14,137.0
2011,8,15,145.0
2011,8,16,129.1
2011,8,17,133.3
2011,8,18,141.9
2011,8,19,140.4
2011,8,20,118.5
2011,8,21,196.1
2011,8,22,132.2
2011,8,23,155.4
2011,8,24,160.1
2011,8,25,153.4
2011,8,26,150.6
2011,8,27,138.9
2011,8,28,124.2
2011,8,29,129.3
2011,8,30,126.3
2011,8,31,146.1
2011,9,1,123.1
2011,9,2,125.7
2011,9,3,149.9
2011,9,4,135.0
2011,9,5,132.1
2011,9,6,132.1
2011,9,7,135.0
2011,9,8,163.4
2011,9,9,141.7
2011,9,10,143.6
2011,9,11,146.9
2011,9,12,142.3
2011,9,13,143.7
2011,9,14,152.4
2011,9,15,141.7
2011,9,16,157.7
2011,9,17,150.8
2011,9,18,134.1
2011,9,19,123.8
2011,9,20,133.4
2011,9,21,128.4
2011,9,22,144.3
2011,9,23,119.8
2011,9,24,110.2
2011,9,25,154.2
2011,9,26,138.2
2011,9,27,142.0
2011,9,28,136.6
2011,9,29,136.4
2011,9,30,141.2
2011,10,1,143.3
2011,10,2,138.9
2011,10,3,147.1
2011,10,4,148.1
2011,10,5,148.9
2011,10,6,134.5
2011,10,7,133.5
2011,10,8,152.8
2011,10,9,123.8
2011,10,10,155.5
2011,10,11,147.1
2011,10,12,127.8
2011,10,13,160.7
2011,10,14,149.3
2011,10,15,125.2
2011,10,16,139.5
2011,10,17,138.9
2011,10,18,139.0
2011,10,19,142.5
2011,10,20,149.1
2011,10,21,137.3
2011,10,22,129.2
2011,10,23,132.2
2011,10,24,144.4
2011,10,25,155.6
2011,10,26,137.2
2011,10,27,149.0
2011,10,28,136.2
2011,10,29,167.6
2011,10,30,124.2
2011,10,31,118.0
2011,11,1,115.1
2011,11,2,144.3
2011,11,3,144.8
2011,11,4,127.4
2011,11,5,125.3
2011,11,6,118.1
2011,11,7,124.6
2011,11,8,129.6
2011,11,9,120.6
2011,11,10,121.2
2011,11,11,121.9
2011,11,12,130.6
2011,11,13,124.2
2011,11,14,129.6
2011,11,15,128.0
2011,11,16,129.6
2011,11,17,124.6
2011,11,18,122.9
2011,11,19,129.4
2011,11,20,134.0
2011,11,21,123.3
2011,11,22,108.4
2011,11,23,115.0
2011,11,24,100.4
2011,11,25,117.4
2011,11,26,143.7
2011,11,27,115.9
2011,11,28,123.7
2011,11,29,123.1
2011,11,30,123.6
2011,12,1,130.2
2011,12,2,129.4
2011,12,3,117.6
2011,12,4,127.6
2011,12,5,117.3
2011,12,6,174.5
2011,12,7,163.0
2011,12,8,137.7
2011,12,9,158.7
2011,12,10,152.6
2011,12,11,164.5
2011,12,12,140.9
2011,12,13,137.9
2011,12,14,140.9
2011,12,15,156.7
2011,12,16,168.8
2011,12,17,181.0
2011,12,18,164.2
2011,12,19,131.3
2011,12,20,163.5
2011,12,21,128.2
2011,12,22,121.3
2011,12,23,112.5
2011,12,24,121.7
2011,12,25,116.5
2011,12,26,155.2
2011,12,27,139.6
2011,12,28,106.1
2011,12,29,142.0
2011,12,30,123.0
2011,12,31,120.4
2012,1,1,128.0
2012,1,2,117.2
2012,1,3,122.0
2012,1,4,114.3
2012,1,5,111.5
2012,1,6,121.7
2012,1,7,128.7
2012,1,8,130.3
2012,1,9,125.7
2012,1,10,119.6
2012,1,11,125.7
2012,1,12,150.2
2012,1,13,128.8
2012,1,14,117.2
2012,1,15,118.4
2012,1,16,126.2
2012,1,17,132.9
2012,1,18,129.0
2012,1,19,159.1
2012,1,20,112.5
2012,1,21,145.8
2012,1,22,113.6
2012,1,23,136.8
2012,1,24,136.2
2012,1,25,137.0
2012,1,26,133.4
2012,1,27,120.1
2012,1,28,126.9
2012,1,29,146.8
2012,1,30,139.2
2012,1,31,131.9
2012,2,1,159.7
2012,2,2,129.1
2012,2,3,132.1
2012,2,4,124.2
2012,2,5,141.4
2012,2,6,136.3
2012,2,7,129.1
2012,2,8,137.2
2012,2,9,141.4
2012,2,10,152.0
2012,2,11,150.8
2012,2,12,140.3
2012,2,13,142.1
2012,2,14,134.8
2012,2,15,138.8
2012,2,16,133.1
2012,2,17,128.7
2012,2,18,126.2
2012,2,19,129.4
2012,2,20,141.7
2012,2,21,139.3
2012,2,22,115.3
2012,2,23,140.8
2012,2,24,117.5
2012,2,25,121.9
2012,2,26,122.8
2012,2,27,119.6
2012,2,28,134.4
2012,2,29,114.4
2012,3,1,135.2
2012,3,2,139.8
2012,3,3,134.9
2012,3,4,133.2
2012,3,5,107.9
2012,3,6,133.0
2012,3,7,145.5
2012,3,8,151.2
2012,3,9,147.0
2012,3,10,150.5
2012,3,11,126.6
2012,3,12,130.3
2012,3,13,151.6
2012,3,14,148.1
2012,3,15,136.6
2012,3,16,155.9
2012,3,17,149.7
2012,3,18,134.7
2012,3,19,146.8
2012,3,20,155.3
2012,3,21,137.0
2012,3,22,144.0
2012,3,23,141.4
2012,3,24,152.1
2012,3,25,144.1
2012,3,26,143.9
2012,3,27,165.2
2012,3,28,129.6
2012,3,29,122.8
2012,3,30,133.2
2012,3,31,122.1
2012,4,1,136.0
2012,4,2,140.7
2012,4,3,146.1
2012,4,4,153.1
2012,4,5,119.6
2012,4,6,119.9
2012,4,7,147.6
2012,4,8,135.4
2012,4,9,142.2
2012,4,10,142.0
2012,4,11,153.0
2012,4,12,129.3
2012,4,13,144.1
2012,4,14,144.1
2012,4,15,159.4
2012,4,16,124.0
2012,4,17,122.4
2012,4,18,145.6
2012,4,19,148.3
2012,4,20,131.4
2012,4,21,144.8
2012,4,22,147.9
2012,4,23,131.2
2012,4,24,132.6
2012,4,25,136.5
2012,4,26,130.5
2012,4,27,139.0
2012,4,28,143.2
2012,4,29,132.9
2012,4,30,149.1
2012,5,1,139.5
2012,5,2,137.5
2012,5,3,156.8
2012,5,4,171.9
2012,5,5,166.6
2012,5,6,105.3
2012,5,7,128.5
2012,5,8,163.8
2012,5,9,146.0
2012,5,10,145.8
2012,5,11,147.5
2012,5,12,146.2
2012,5,13,149.0
2012,5,14,149.2
2012,5,15,140.0
2012,5,16,129.6
2012,5,17,145.7
2012,5,18,132.4
2012,5,19,135.0
2012,5,20,161.1
2012,5,21,144.6
2012,5,22,146.6
2012,5,23,168.4
2012,5,24,134.3
2012,5,25,143.4
2012,5,26,147.7
2012,5,27,143.9
2012,5,28,146.0
2012,5,29,132.6
2012,5,30,161.9
2012,5,31,129.3
2012,6,1,155.0
2012,6,2,130.9
2012,6,3,153.1
2012,6,4,134.6
2012,6,5,148.0
2012,6,6,143.0
2012,6,7,145.6
2012,6,8,132.5
2012,6,9,148.9
2012,6,10,119.1
2012,6,11,115.2
2012,6,12,114.4
2012,6,13,127.3
2012,6,14,128.5
2012,6,15,129.4
2012,6,16,131.2
2012,6,17,127.5
2012,6,18,122.8
2012,6,19,136.3
2012,6,20,132.8
2012,6,21,138.3
2012,6,22,108.5
2012,6,23,126.9
2012,6,24,155.8
2012,6,25,140.9
2012,6,26,129.9
2012,6,27,145.6
2012,6,28,141.4
2012,6,29,132.1
2012,6,30,138.8
2012,7,1,158.1
2012,7,2,172.7
2012,7,3,142.6
2012,7,4,102.3
2012,7,5,125.8
2012,7,6,143.0
2012,7,7,143.6
2012,7,8,154.4
2012,7,9,142.2
2012,7,10,132.4
2012,7,11,151.4
2012,7,12,167.1
2012,7,13,107.7
2012,7,14,101.7
2012,7,15,124.3
2012,7,16,126.1
2012,7,17,148.6
2012,7,18,129.5
2012,7,19,142.9
2012,7,20,158.5
2012,7,21,117.9
2012,7,22,144.9
2012,7,23,146.6
2012,7,24,153.8
2012,7,25,139.2
2012,7,26,130.6
2012,7,27,144.1
2012,7,28,119.7
2012,7,29,150.7
2012,7,30,146.0
2012,7,31,156.5
2012,8,1,119.7
2012,8,2,151.9
2012,8,3,143.0
2012,8,4,160.1
2012,8,5,131.9
2012,8,6,151.7
2012,8,7,145.7
2012,8,8,142.4
2012,8,9,148.2
2012,8,10,150.5
2012,8,11,113.3
2012,8,12,129.5
2012,8,13,135.2
2012,8,14,138.7
2012,8,15,147.6
2012,8,16,165.3
2012,8,17,149.2
2012,8,18,122.5
2012,8,19,146.3
2012,8,20,152.8
2012,8,21,153.3
2012,8,22,144.1
2012,8,23,136.9
2012,8,24,139.1
2012,8,25,110.0
2012,8,26,111.6
2012,8,27,134.1
2012,8,28,146.3
2012,8,29,150.1
2012,8,30,166.6
2012,8,31,156.8
2012,9,1,139.9
2012,9,2,128.8
2012,9,3,126.1
2012,9,4,112.8
2012,9,5,128.4
2012,9,6,137.7
2012,9,7,154.5
2012,9,8,137.3
2012,9,9,139.7
2012,9,10,144.4
2012,9,11,151.1
2012,9,12,158.5
2012,9,13,147.1
2012,9,14,135.1
2012,9,15,141.1
2012,9,16,115.8
2012,9,17,301.1
2012,9,18,167.9
2012,9,19,142.0
2012,9,20,150.7
2012,9,21,154.9
2012,9,22,138.6
2012,9,23,139.6
2012,9,24,157.9
2012,9,25,106.6
2012,9,26,117.3
2012,9,27,134.0
2012,9,28,143.5
2012,9,29,156.7
2012,9,30,141.1
2012,10,1,113.0
2012,10,2,117.0
2012,10,3,126.5
2012,10,4,146.2
2012,10,5,133.6
2012,10,6,143.5
2012,10,7,135.8
2012,10,8,134.6
2012,10,9,140.6
2012,10,10,151.8
2012,10,11,126.7
2012,10,12,138.4
2012,10,13,146.0
2012,10,14,144.0
2012,10,15,152.7
2012,10,16,132.7
2012,10,17,139.7
2012,10,18,136.2
2012,10,19,129.7
2012,10,20,122.5
2012,10,21,125.5
2012,10,22,139.6
2012,10,23,144.7
2012,10,24,140.7
2012,10,25,146.0
2012,10,26,139.6
2012,10,27,105.8
2012,10,28,134.7
2012,10,29,149.2
2012,10,30,154.2
2012,10,31,151.9
2012,11,1,90.9
2012,11,2,112.0
2012,11,3,128.1
2012,11,4,141.6
2012,11,5,142.4
2012,11,6,133.5
2012,11,7,161.6
2012,11,8,161.1
2012,11,9,147.7
2012,11,10,130.9
2012,11,11,127.4
2012,11,12,126.5
2012,11,13,133.5
2012,11,14,136.8
2012,11,15,134.6
2012,11,16,144.5
2012,11,17,126.6
2012,11,18,139.2
2012,11,19,118.7
2012,11,20,117.7
2012,11,21,124.4
2012,11,22,113.0
2012,11,23,118.5
2012,11,24,126.6
2012,11,25,123.7
2012,11,26,121.9
2012,11,27,117.1
2012,11,28,121.4
2012,11,29,117.8
2012,11,30,120.7
2012,12,1,125.0
2012,12,2,125.9
2012,12,3,125.6
2012,12,4,138.2
2012,12,5,137.3
2012,12,6,110.3
2012,12,7,134.2
2012,12,8,141.3
2012,12,9,139.9
2012,12,10,125.6
2012,12,11,107.6
2012,12,12,107.5
2012,12,13,101.6
2012,12,14,116.2
2012,12,15,123.0
2012,12,16,115.5
2012,12,17,129.2
2012,12,18,137.0
2012,12,19,127.1
2012,12,20,107.4
2012,12,21,110.3
2012,12,22,141.5
2012,12,23,130.2
2012,12,24,122.7
2012,12,25,127.4
2012,12,26,141.0
2012,12,27,129.1
2012,12,28,126.5
2012,12,29,115.6
2012,12,30,117.3
2012,12,31,130.0
2013,1,1,135.7
2013,1,2,134.4
2013,1,3,124.7
2013,1,4,114.3
2013,1,5,117.6
2013,1,6,120.9
2013,1,7,115.6
2013,1,8,117.6
2013,1,9,114.1
2013,1,10,117.5
2013,1,11,117.8
2013,1,12,127.4
2013,1,13,131.4
2013,1,14,119.5
2013,1,15,106.1
2013,1,16,119.6
2013,1,17,120.2
2013,1,18,127.4
2013,1,19,127.3
2013,1,20,127.2
2013,1,21,129.0
2013,1,22,122.2
2013,1,23,126.0
2013,1,24,124.1
2013,1,25,111.8
2013,1,26,114.3
2013,1,27,146.0
2013,1,28,149.3
2013,1,29,132.5
2013,1,30,147.6
2013,1,31,124.6
2013,2,1,155.4
2013,2,2,136.9
2013,2,3,130.1
2013,2,4,119.9
2013,2,5,129.3
2013,2,6,127.8
2013,2,7,126.3
2013,2,8,145.4
2013,2,9,152.5
2013,2,10,134.8
2013,2,11,143.2
2013,2,12,126.7
2013,2,13,142.7
2013,2,14,156.2
2013,2,15,124.6
2013,2,16,117.2
2013,2,17,133.9
2013,2,18,140.9
2013,2,19,137.9
2013,2,20,116.6
2013,2,21,133.1
2013,2,22,126.9
2013,2,23,153.3
2013,2,24,164.9
2013,2,25,153.5
2013,2,26,145.7
2013,2,27,146.0
2013,2,28,157.3
2013,3,1,135.5
2013,3,2,135.8
2013,3,3,138.5
2013,3,4,130.8
2013,3,5,107.8
2013,3,6,131.6
2013,3,7,128.6
2013,3,8,152.8
2013,3,9,156.6
2013,3,10,123.4
2013,3,11,152.1
2013,3,12,137.3
2013,3,13,118.2
2013,3,14,127.9
2013,3,15,144.2
2013,3,16,119.4
2013,3,17,148.5
2013,3,18,149.3
2013,3,19,142.8
2013,3,20,147.6
2013,3,21,127.7
2013,3,22,148.4
2013,3,23,150.2
2013,3,24,113.5
2013,3,25,113.2
2013,3,26,130.4
2013,3,27,160.4
2013,3,28,150.0
2013,3,29,97.9
2013,3,30,177.3
2013,3,31,96.6
2013,4,1,81.5
2013,4,2,95.7
2013,4,3,96.3
2013,4,4,108.0
2013,4,5,111.9
