-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1993 through 09/08/2026 in LST
Location: latitude  -67.6026   longitude 62.8734 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 253.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
WS10M_MIN     MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
YEAR,MO,DY,WS10M_MAX,WS10M_MIN
2010,12,16,13.71,11.71
2010,12,17,27.73,14.1
2010,12,18,17.71,6.41
2010,12,19,16.03,9.53
2010,12,20,10.68,1.05
2010,12,21,12.06,7.77
2010,12,22,11.4,7.05
2010,12,23,10.82,5.47
2010,12,24,7.46,5.73
2010,12,25,6.83,2.89
2010,12,26,6.35,2.57
2010,12,27,4.68,1.96
2010,12,28,4.79,2.05
2010,12,29,8.67,3.73
2010,12,30,17.46,9.29
2010,12,31,14.55,1.62
2011,1,1,10.73,6.75
2011,1,2,12.42,2.89
2011,1,3,12.0,4.07
2011,1,4,18.96,13.0
2011,1,5,19.47,12.38
2011,1,6,19.12,12.58
2011,1,7,17.29,10.21
2011,1,8,12.69,4.69
2011,1,9,9.71,0.94
2011,1,10,9.28,2.38
2011,1,11,8.42,4.31
2011,1,12,17.97,9.6
2011,1,13,18.08,9.57
2011,1,14,12.59,3.18
2011,1,15,10.76,2.22
2011,1,16,12.94,9.03
2011,1,17,10.18,1.58
2011,1,18,9.72,6.79
2011,1,19,9.58,2.68
2011,1,20,11.52,5.07
2011,1,21,24.3,13.15
2011,1,22,16.27,1.82
2011,1,23,9.58,5.7
2011,1,24,10.77,3.84
2011,1,25,10.05,5.04
2011,1,26,8.24,0.2
2011,1,27,8.55,1.69
2011,1,28,9.79,3.05
2011,1,29,8.62,5.38
2011,1,30,10.58,2.54
2011,1,31,6.58,1.06
2011,2,1,13.32,0.44
2011,2,2,8.97,0.83
2011,2,3,11.57,6.38
2011,2,4,8.31,1.75
2011,2,5,10.5,2.43
2011,2,6,11.37,4.52
2011,2,7,9.11,1.46
2011,2,8,7.57,0.44
2011,2,9,9.9,3.05
2011,2,10,12.1,5.1
2011,2,11,9.06,1.78
2011,2,12,12.41,4.49
2011,2,13,10.23,4.5
2011,2,14,11.21,5.34
2011,2,15,10.45,1.79
2011,2,16,7.04,1.29
2011,2,17,5.82,1.14
2011,2,18,10.95,4.26
2011,2,19,9.92,4.33
2011,2,20,9.98,1.27
2011,2,21,10.62,2.46
2011,2,22,8.3,1.17
2011,2,23,11.63,5.84
2011,2,24,11.74,3.49
2011,2,25,8.36,2.47
2011,2,26,9.93,4.12
2011,2,27,11.82,8.89
2011,2,28,10.66,3.81
2011,3,1,16.58,7.6
2011,3,2,20.38,16.47
2011,3,3,17.17,12.93
2011,3,4,17.48,7.18
2011,3,5,12.49,5.25
2011,3,6,15.28,10.2
2011,3,7,15.75,6.21
2011,3,8,9.93,6.08
2011,3,9,9.78,4.02
2011,3,10,12.04,5.78
2011,3,11,8.62,3.83
2011,3,12,11.24,3.28
2011,3,13,12.96,6.34
2011,3,14,12.5,1.97
2011,3,15,18.97,5.34
2011,3,16,22.01,12.91
2011,3,17,17.98,12.86
2011,3,18,14.34,0.86
2011,3,19,10.72,6.36
2011,3,20,10.83,5.9
2011,3,21,11.26,6.55
2011,3,22,9.72,4.39
2011,3,23,10.42,7.12
2011,3,24,9.79,5.72
2011,3,25,9.75,5.62
2011,3,26,10.46,5.67
2011,3,27,10.69,5.84
2011,3,28,11.03,6.55
2011,3,29,17.39,10.87
2011,3,30,16.85,9.43
2011,3,31,15.38,10.77
2011,4,1,15.94,7.36
2011,4,2,10.29,1.57
2011,4,3,9.62,3.46
2011,4,4,11.0,2.34
2011,4,5,11.02,8.16
2011,4,6,19.65,8.61
2011,4,7,23.94,20.27
2011,4,8,22.31,4.5
2011,4,9,8.98,6.57
2011,4,10,9.23,6.42
2011,4,11,9.97,4.85
2011,4,12,10.09,5.66
2011,4,13,6.22,0.82
2011,4,14,10.74,3.03
2011,4,15,10.35,5.04
2011,4,16,11.68,6.53
2011,4,17,10.04,6.31
2011,4,18,9.66,2.26
2011,4,19,7.28,1.37
2011,4,20,12.26,6.22
2011,4,21,18.09,11.48
2011,4,22,18.26,6.44
2011,4,23,11.34,4.17
2011,4,24,11.25,6.41
2011,4,25,11.35,5.48
2011,4,26,11.24,2.96
2011,4,27,10.07,6.04
2011,4,28,9.56,6.39
2011,4,29,11.88,8.98
2011,4,30,10.86,5.29
2011,5,1,7.16,3.99
2011,5,2,10.47,7.0
2011,5,3,11.38,7.61
2011,5,4,10.02,6.41
2011,5,5,11.23,7.0
2011,5,6,14.81,10.45
2011,5,7,23.65,15.65
2011,5,8,21.72,12.23
2011,5,9,22.8,15.78
2011,5,10,24.48,12.12
2011,5,11,12.48,5.7
2011,5,12,8.35,5.91
2011,5,13,10.98,7.35
2011,5,14,11.0,4.67
2011,5,15,7.81,3.09
2011,5,16,8.49,3.99
2011,5,17,10.85,3.18
2011,5,18,16.42,11.75
2011,5,19,13.6,3.3
2011,5,20,7.69,3.31
2011,5,21,8.27,3.74
2011,5,22,6.42,1.57
2011,5,23,14.62,1.07
2011,5,24,7.7,3.18
2011,5,25,9.73,0.99
2011,5,26,22.36,8.94
2011,5,27,24.13,10.08
2011,5,28,9.33,3.0
2011,5,29,8.7,5.13
2011,5,30,11.32,8.05
2011,5,31,10.2,3.8
2011,6,1,10.45,3.3
2011,6,2,18.48,11.28
2011,6,3,23.3,17.15
2011,6,4,19.43,8.16
2011,6,5,9.42,6.96
2011,6,6,6.79,3.03
2011,6,7,7.89,5.33
2011,6,8,10.27,5.43
2011,6,9,10.28,8.5
2011,6,10,11.33,5.26
2011,6,11,10.66,7.01
2011,6,12,11.48,8.03
2011,6,13,10.51,5.48
2011,6,14,14.28,10.86
2011,6,15,19.24,14.42
2011,6,16,18.3,3.42
2011,6,17,9.18,1.56
2011,6,18,11.6,6.36
2011,6,19,9.93,2.67
2011,6,20,11.41,7.06
2011,6,21,12.08,1.39
2011,6,22,7.64,3.57
2011,6,23,10.69,6.07
2011,6,24,11.02,7.83
2011,6,25,12.35,7.64
2011,6,26,12.01,3.39
2011,6,27,9.31,1.24
2011,6,28,8.2,1.23
2011,6,29,9.94,1.43
2011,6,30,16.55,10.93
2011,7,1,19.93,11.52
2011,7,2,11.29,1.44
2011,7,3,25.72,11.54
2011,7,4,15.81,6.63
2011,7,5,15.71,11.78
2011,7,6,17.18,11.99
2011,7,7,18.2,12.4
2011,7,8,13.64,6.08
2011,7,9,14.61,7.63
2011,7,10,10.12,1.18
2011,7,11,9.23,4.31
2011,7,12,12.81,4.42
2011,7,13,11.07,7.9
2011,7,14,11.09,6.88
2011,7,15,14.27,11.23
2011,7,16,14.43,2.53
2011,7,17,8.72,2.74
2011,7,18,8.11,5.29
2011,7,19,11.01,7.81
2011,7,20,10.41,4.46
2011,7,21,8.92,3.23
2011,7,22,11.34,4.06
2011,7,23,23.99,12.31
2011,7,24,19.2,6.04
2011,7,25,9.26,4.78
2011,7,26,11.99,7.64
2011,7,27,15.06,10.48
2011,7,28,20.08,13.7
2011,7,29,16.68,8.63
2011,7,30,13.07,10.28
2011,7,31,9.62,5.57
2011,8,1,15.62,2.62
2011,8,2,17.12,12.28
2011,8,3,12.73,6.12
2011,8,4,9.6,6.74
2011,8,5,11.2,4.26
2011,8,6,10.48,5.91
2011,8,7,11.89,6.44
2011,8,8,12.0,6.75
2011,8,9,10.91,3.53
2011,8,10,13.05,5.5
2011,8,11,10.66,7.75
2011,8,12,13.54,6.99
2011,8,13,11.01,4.88
2011,8,14,9.06,3.01
2011,8,15,9.67,0.81
2011,8,16,4.99,0.82
2011,8,17,6.44,3.84
2011,8,18,9.21,3.82
2011,8,19,9.07,4.5
2011,8,20,6.55,0.29
2011,8,21,9.86,1.26
2011,8,22,13.37,6.52
2011,8,23,12.11,7.92
2011,8,24,10.71,6.86
2011,8,25,11.0,4.61
2011,8,26,10.73,6.29
2011,8,27,11.83,7.22
2011,8,28,10.67,7.21
2011,8,29,11.5,6.69
2011,8,30,12.71,6.91
2011,8,31,10.35,7.16
2011,9,1,23.3,11.21
2011,9,2,23.22,14.3
2011,9,3,14.9,4.37
2011,9,4,21.87,10.1
2011,9,5,22.17,16.45
2011,9,6,18.99,14.35
2011,9,7,14.83,9.79
2011,9,8,11.49,6.77
2011,9,9,14.65,5.04
2011,9,10,10.97,7.61
2011,9,11,9.93,5.48
2011,9,12,11.31,7.43
2011,9,13,13.13,11.17
2011,9,14,12.22,6.36
2011,9,15,8.44,0.09
2011,9,16,7.22,2.18
2011,9,17,12.28,6.29
2011,9,18,7.36,1.27
2011,9,19,9.74,5.56
2011,9,20,11.39,8.47
2011,9,21,12.69,10.01
2011,9,22,12.76,5.09
2011,9,23,11.39,3.17
2011,9,24,15.87,6.48
2011,9,25,14.34,8.3
2011,9,26,11.27,5.61
2011,9,27,11.97,3.64
2011,9,28,9.72,4.66
2011,9,29,9.7,5.99
2011,9,30,14.21,6.73
2011,10,1,11.79,5.41
2011,10,2,11.85,5.65
2011,10,3,10.61,2.51
2011,10,4,10.31,0.95
2011,10,5,10.9,1.97
2011,10,6,11.57,3.89
2011,10,7,10.09,2.98
2011,10,8,9.02,2.35
2011,10,9,12.52,6.62
2011,10,10,8.28,3.02
2011,10,11,10.17,4.31
2011,10,12,13.55,2.46
2011,10,13,7.6,0.76
2011,10,14,6.15,0.56
2011,10,15,10.26,3.31
2011,10,16,10.61,0.51
2011,10,17,11.99,4.16
2011,10,18,12.52,4.25
2011,10,19,7.44,0.52
2011,10,20,10.31,0.8
2011,10,21,16.09,6.76
2011,10,22,28.37,16.07
2011,10,23,14.69,5.15
2011,10,24,13.03,8.23
2011,10,25,11.27,4.11
2011,10,26,11.32,4.83
2011,10,27,9.83,3.52
2011,10,28,8.43,0.94
2011,10,29,8.74,1.3
2011,10,30,9.02,2.86
2011,10,31,7.73,5.23
2011,11,1,7.75,2.26
2011,11,2,8.07,3.99
2011,11,3,12.51,8.99
2011,11,4,18.88,11.81
2011,11,5,20.09,14.81
2011,11,6,19.49,13.99
2011,11,7,23.41,17.81
2011,11,8,28.05,24.02
2011,11,9,24.56,16.18
2011,11,10,15.83,12.18
2011,11,11,14.29,10.83
2011,11,12,14.12,8.04
2011,11,13,10.78,2.6
2011,11,14,10.88,5.36
2011,11,15,8.41,4.59
2011,11,16,9.68,3.38
2011,11,17,10.86,9.23
2011,11,18,14.18,10.72
2011,11,19,14.26,6.15
2011,11,20,10.75,4.38
2011,11,21,7.71,3.11
2011,11,22,25.97,5.35
2011,11,23,25.78,20.23
2011,11,24,20.76,8.43
2011,11,25,10.4,0.59
2011,11,26,7.17,0.81
2011,11,27,12.65,3.11
2011,11,28,12.42,3.36
2011,11,29,11.49,3.92
2011,11,30,15.83,12.13
2011,12,1,15.29,6.09
2011,12,2,8.35,4.34
2011,12,3,11.26,5.51
2011,12,4,8.01,1.8
2011,12,5,11.1,6.74
2011,12,6,10.4,1.88
2011,12,7,10.9,0.98
2011,12,8,9.95,2.21
2011,12,9,12.05,1.56
2011,12,10,9.64,2.03
2011,12,11,10.31,0.56
2011,12,12,10.2,3.28
2011,12,13,11.3,1.95
2011,12,14,9.0,1.05
2011,12,15,8.83,2.29
2011,12,16,11.97,1.64
2011,12,17,11.21,0.93
2011,12,18,6.87,0.37
2011,12,19,12.14,7.14
2011,12,20,11.19,3.44
2011,12,21,11.25,3.95
2011,12,22,12.81,6.41
2011,12,23,9.49,2.17
2011,12,24,4.78,1.34
2011,12,25,6.49,2.94
2011,12,26,9.43,1.11
2011,12,27,8.74,0.1
2011,12,28,7.42,3.96
2011,12,29,10.02,0.54
2011,12,30,10.29,4.68
2011,12,31,11.75,2.18
2012,1,1,9.46,3.54
2012,1,2,14.59,6.71
2012,1,3,27.55,14.76
2012,1,4,22.58,14.38
2012,1,5,13.19,3.66
2012,1,6,14.12,7.69
2012,1,7,10.89,1.87
2012,1,8,17.43,7.15
2012,1,9,18.44,12.01
2012,1,10,21.85,16.03
2012,1,11,15.43,3.28
2012,1,12,11.63,0.51
2012,1,13,9.8,5.47
2012,1,14,11.9,4.28
2012,1,15,9.4,4.26
2012,1,16,12.07,3.17
2012,1,17,9.26,3.79
2012,1,18,12.62,2.06
2012,1,19,8.84,0.45
2012,1,20,8.09,1.92
2012,1,21,8.97,0.1
2012,1,22,6.48,1.78
2012,1,23,9.53,0.3
2012,1,24,9.25,1.59
2012,1,25,8.75,2.93
2012,1,26,11.42,3.65
2012,1,27,11.31,5.48
2012,1,28,19.48,11.95
2012,1,29,18.25,6.61
2012,1,30,10.42,5.5
2012,1,31,14.92,5.4
2012,2,1,15.55,3.3
2012,2,2,20.89,5.05
2012,2,3,21.54,11.73
2012,2,4,13.39,8.47
2012,2,5,14.68,8.1
2012,2,6,12.2,6.34
2012,2,7,10.49,7.2
2012,2,8,12.19,3.74
2012,2,9,10.86,6.98
2012,2,10,11.79,4.31
2012,2,11,11.45,3.13
2012,2,12,7.94,5.28
2012,2,13,10.0,5.32
2012,2,14,10.1,5.35
2012,2,15,11.19,7.69
2012,2,16,11.39,6.07
2012,2,17,15.19,10.44
2012,2,18,15.64,5.86
2012,2,19,11.1,6.82
2012,2,20,9.94,3.93
2012,2,21,10.04,3.65
2012,2,22,12.47,9.7
2012,2,23,9.91,5.18
2012,2,24,15.11,7.51
2012,2,25,26.47,15.45
2012,2,26,28.17,22.99
2012,2,27,26.88,12.96
2012,2,28,11.89,1.49
2012,2,29,7.94,2.01
2012,3,1,7.42,4.23
2012,3,2,7.41,2.49
2012,3,3,7.96,4.76
2012,3,4,7.59,0.77
2012,3,5,12.8,3.67
2012,3,6,12.37,7.35
2012,3,7,10.55,4.31
2012,3,8,10.21,5.78
2012,3,9,10.37,5.9
2012,3,10,9.6,7.46
2012,3,11,11.55,9.41
2012,3,12,11.51,6.08
2012,3,13,9.8,4.09
2012,3,14,9.25,3.01
2012,3,15,8.77,5.59
2012,3,16,10.68,3.89
2012,3,17,10.08,2.96
2012,3,18,10.4,7.76
2012,3,19,12.17,4.15
2012,3,20,7.86,4.32
2012,3,21,11.5,6.44
2012,3,22,11.37,5.02
2012,3,23,10.05,7.55
2012,3,24,8.54,2.96
2012,3,25,11.18,7.83
2012,3,26,12.74,10.06
2012,3,27,12.58,4.8
2012,3,28,17.8,6.57
2012,3,29,17.83,13.64
2012,3,30,13.26,5.69
2012,3,31,7.56,2.81
2012,4,1,7.87,2.77
2012,4,2,9.44,4.71
2012,4,3,8.54,5.06
2012,4,4,9.2,3.98
2012,4,5,16.69,7.89
2012,4,6,13.75,7.54
2012,4,7,8.44,2.27
2012,4,8,13.97,3.51
2012,4,9,13.64,3.72
2012,4,10,7.86,2.6
2012,4,11,10.66,4.54
2012,4,12,16.7,10.63
2012,4,13,16.11,3.7
2012,4,14,12.61,7.37
2012,4,15,10.74,4.3
2012,4,16,15.78,8.11
2012,4,17,25.46,15.18
2012,4,18,14.62,6.58
2012,4,19,8.22,3.04
2012,4,20,13.34,8.33
2012,4,21,13.97,5.35
2012,4,22,6.88,3.84
2012,4,23,13.47,6.16
2012,4,24,15.63,8.73
2012,4,25,9.93,4.46
2012,4,26,13.89,4.5
2012,4,27,20.39,11.02
2012,4,28,10.8,5.5
2012,4,29,12.51,7.15
2012,4,30,11.46,5.32
2012,5,1,11.13,4.6
2012,5,2,10.61,3.89
2012,5,3,6.89,2.9
2012,5,4,8.87,5.92
2012,5,5,7.21,4.04
2012,5,6,12.81,6.85
2012,5,7,10.72,7.12
2012,5,8,10.2,4.37
2012,5,9,10.77,3.76
2012,5,10,10.42,7.22
2012,5,11,14.0,9.35
2012,5,12,14.68,5.78
2012,5,13,10.04,4.2
2012,5,14,10.92,4.47
2012,5,15,10.92,7.35
2012,5,16,14.6,10.69
2012,5,17,10.76,3.48
2012,5,18,6.45,2.98
2012,5,19,11.58,6.73
2012,5,20,11.11,2.64
2012,5,21,10.9,7.13
2012,5,22,9.77,3.91
2012,5,23,9.52,1.05
2012,5,24,9.87,5.64
2012,5,25,10.96,4.55
2012,5,26,13.15,5.89
2012,5,27,10.85,4.72
2012,5,28,12.36,5.64
2012,5,29,9.17,4.82
2012,5,30,8.15,0.89
2012,5,31,8.5,2.65
2012,6,1,5.04,2.29
2012,6,2,10.71,5.38
2012,6,3,12.36,9.18
2012,6,4,10.19,2.02
2012,6,5,14.82,8.46
2012,6,6,10.49,8.74
2012,6,7,9.79,3.67
2012,6,8,8.09,3.19
2012,6,9,9.7,7.32
2012,6,10,15.74,10.4
2012,6,11,11.99,5.69
2012,6,12,16.09,11.56
2012,6,13,19.58,14.79
2012,6,14,14.48,6.68
2012,6,15,13.28,8.06
2012,6,16,10.57,3.94
2012,6,17,17.25,11.27
2012,6,18,23.96,17.54
2012,6,19,23.59,8.46
2012,6,20,10.11,7.42
2012,6,21,6.94,0.32
2012,6,22,21.22,6.11
2012,6,23,18.97,12.77
2012,6,24,14.28,8.87
2012,6,25,12.14,7.38
2012,6,26,14.21,8.44
2012,6,27,16.24,11.41
2012,6,28,25.52,12.65
2012,6,29,23.58,18.4
2012,6,30,20.01,6.07
2012,7,1,10.22,6.62
2012,7,2,9.55,5.42
2012,7,3,5.37,2.36
2012,7,4,12.42,2.21
2012,7,5,29.45,13.04
2012,7,6,24.8,4.26
2012,7,7,12.53,10.67
2012,7,8,10.85,1.85
2012,7,9,8.28,1.71
2012,7,10,12.21,8.68
2012,7,11,13.42,8.57
2012,7,12,10.61,5.82
2012,7,13,15.55,4.52
2012,7,14,11.08,5.5
2012,7,15,23.24,7.75
2012,7,16,24.1,5.01
2012,7,17,7.28,2.7
2012,7,18,15.34,7.79
2012,7,19,14.76,4.21
2012,7,20,11.13,3.7
2012,7,21,25.0,11.01
2012,7,22,19.74,2.72
2012,7,23,15.85,4.55
2012,7,24,15.75,3.76
2012,7,25,11.55,5.99
2012,7,26,13.55,11.61
2012,7,27,11.33,4.01
2012,7,28,6.02,2.54
2012,7,29,6.53,1.21
2012,7,30,8.03,2.17
2012,7,31,7.73,2.93
2012,8,1,10.91,2.98
2012,8,2,14.01,7.03
2012,8,3,10.28,6.52
2012,8,4,10.48,6.87
2012,8,5,10.7,3.6
2012,8,6,5.13,2.91
2012,8,7,10.91,4.95
2012,8,8,11.79,7.84
2012,8,9,11.19,5.81
2012,8,10,11.31,3.86
2012,8,11,11.04,6.3
2012,8,12,13.07,3.02
2012,8,13,15.3,0.85
2012,8,14,10.67,1.17
2012,8,15,11.9,5.82
2012,8,16,11.7,8.39
2012,8,17,11.77,5.42
2012,8,18,9.27,6.69
2012,8,19,8.19,4.14
2012,8,20,9.28,4.46
2012,8,21,10.16,7.42
2012,8,22,10.32,6.23
2012,8,23,10.21,7.61
2012,8,24,11.77,4.29
2012,8,25,24.3,13.07
2012,8,26,19.25,11.37
2012,8,27,11.41,8.77
2012,8,28,11.78,8.47
2012,8,29,10.55,2.96
2012,8,30,7.59,2.88
2012,8,31,8.73,3.49
2012,9,1,10.18,4.2
2012,9,2,22.49,9.31
2012,9,3,29.14,22.22
2012,9,4,20.8,12.12
2012,9,5,14.59,9.03
2012,9,6,11.45,2.56
2012,9,7,11.33,5.34
2012,9,8,10.61,6.36
2012,9,9,12.47,8.78
2012,9,10,12.76,4.62
2012,9,11,8.84,2.83
2012,9,12,10.57,1.21
2012,9,13,10.58,5.72
2012,9,14,9.45,7.0
2012,9,15,8.13,0.39
2012,9,16,9.09,5.07
2012,9,17,7.88,1.55
2012,9,18,6.02,0.71
2012,9,19,8.39,3.14
2012,9,20,11.78,4.79
2012,9,21,10.91,7.77
2012,9,22,11.12,6.01
2012,9,23,10.28,2.16
2012,9,24,12.12,6.27
2012,9,25,17.87,9.27
2012,9,26,20.27,16.33
2012,9,27,26.26,20.88
2012,9,28,24.0,6.94
2012,9,29,9.93,2.99
2012,9,30,10.06,5.34
2012,10,1,18.31,10.39
2012,10,2,29.57,16.69
2012,10,3,28.71,18.51
2012,10,4,17.98,1.75
2012,10,5,11.08,6.69
2012,10,6,10.56,2.48
2012,10,7,9.95,5.12
2012,10,8,12.02,7.12
2012,10,9,10.16,6.59
2012,10,10,10.16,4.18
2012,10,11,8.68,5.15
2012,10,12,11.81,2.71
2012,10,13,12.2,4.76
2012,10,14,9.75,1.79
2012,10,15,5.83,0.09
2012,10,16,9.27,1.59
2012,10,17,8.26,2.36
2012,10,18,9.27,4.12
2012,10,19,10.79,5.16
2012,10,20,12.15,7.83
2012,10,21,15.06,11.78
2012,10,22,20.76,14.28
2012,10,23,21.91,18.33
2012,10,24,19.12,12.02
2012,10,25,11.8,1.95
2012,10,26,10.41,4.11
2012,10,27,19.92,4.15
2012,10,28,11.28,1.24
2012,10,29,12.58,5.01
2012,10,30,10.38,1.42
2012,10,31,8.56,0.19
2012,11,1,6.01,0.56
2012,11,2,5.29,2.16
2012,11,3,9.57,3.16
2012,11,4,12.01,4.79
2012,11,5,9.65,4.0
2012,11,6,11.21,6.55
2012,11,7,9.55,1.33
2012,11,8,12.26,7.46
2012,11,9,14.39,8.56
2012,11,10,22.45,11.52
2012,11,11,16.84,7.22
2012,11,12,10.76,8.71
2012,11,13,10.92,4.08
2012,11,14,10.48,5.64
2012,11,15,11.41,5.72
2012,11,16,11.15,2.15
2012,11,17,14.22,10.97
2012,11,18,13.46,10.38
2012,11,19,14.24,10.44
2012,11,20,11.87,6.04
2012,11,21,11.22,6.57
2012,11,22,11.77,7.79
2012,11,23,9.82,3.96
2012,11,24,10.59,2.55
2012,11,25,12.47,3.02
2012,11,26,20.46,13.21
2012,11,27,16.7,10.72
2012,11,28,32.79,12.98
2012,11,29,37.5,12.88
2012,11,30,15.06,9.84
2012,12,1,10.33,3.29
2012,12,2,9.59,5.21
2012,12,3,12.62,10.09
2012,12,4,11.56,2.23
2012,12,5,8.45,0.76
2012,12,6,8.68,2.48
2012,12,7,10.64,2.38
2012,12,8,10.82,0.48
2012,12,9,10.49,0.7
2012,12,10,10.68,2.62
2012,12,11,8.97,4.67
2012,12,12,6.62,2.2
2012,12,13,16.35,2.2
2012,12,14,19.34,17.13
2012,12,15,16.56,8.35
2012,12,16,9.86,1.99
2012,12,17,9.01,3.45
2012,12,18,9.94,4.57
2012,12,19,9.31,6.78
2012,12,20,10.29,6.43
2012,12,21,7.29,0.96
2012,12,22,7.3,1.59
2012,12,23,9.54,4.38
2012,12,24,16.3,10.55
2012,12,25,14.49,11.62
2012,12,26,13.79,0.17
2012,12,27,8.12,1.8
2012,12,28,9.81,0.87
2012,12,29,11.24,3.34
2012,12,30,10.14,4.82
2012,12,31,12.88,9.78
2013,1,1,15.9,13.31
2013,1,2,18.19,13.99
2013,1,3,18.63,17.37
2013,1,4,17.07,4.99
2013,1,5,11.23,7.81
2013,1,6,20.52,11.94
2013,1,7,20.67,13.24
2013,1,8,14.7,10.99
2013,1,9,12.97,9.44
2013,1,10,9.36,4.24
2013,1,11,8.0,6.14
2013,1,12,8.9,2.88
2013,1,13,10.06,1.26
2013,1,14,6.48,1.47
2013,1,15,18.91,4.33
2013,1,16,27.84,19.84
2013,1,17,23.34,16.38
2013,1,18,15.91,4.42
2013,1,19,11.65,5.93
2013,1,20,14.44,7.88
2013,1,21,9.83,4.26
2013,1,22,18.86,9.87
2013,1,23,24.06,18.8
2013,1,24,26.17,16.55
2013,1,25,14.75,5.68
2013,1,26,9.26,5.51
2013,1,27,9.44,0.22
2013,1,28,9.89,1.4
2013,1,29,16.92,5.8
2013,1,30,18.99,7.18
2013,1,31,10.0,4.21
2013,2,1,8.58,1.17
2013,2,2,9.21,4.07
2013,2,3,10.31,5.5
2013,2,4,10.64,7.84
2013,2,5,10.83,4.0
2013,2,6,12.14,7.38
2013,2,7,15.25,11.79
2013,2,8,13.25,4.06
2013,2,9,10.38,2.04
2013,2,10,9.37,6.24
2013,2,11,10.21,5.67
2013,2,12,10.86,5.31
2013,2,13,10.57,2.51
2013,2,14,9.28,1.39
2013,2,15,15.2,8.59
2013,2,16,18.98,15.93
2013,2,17,18.64,13.6
2013,2,18,14.44,5.95
2013,2,19,9.79,3.98
2013,2,20,18.43,6.09
2013,2,21,26.26,4.58
2013,2,22,8.25,3.18
2013,2,23,8.37,2.0
2013,2,24,10.85,2.75
2013,2,25,11.58,7.14
2013,2,26,15.2,8.75
2013,2,27,16.2,8.25
2013,2,28,8.64,4.49
2013,3,1,10.3,6.56
2013,3,2,10.39,5.6
2013,3,3,10.29,4.81
2013,3,4,10.73,4.94
2013,3,5,6.82,1.53
2013,3,6,9.52,3.96
2013,3,7,10.77,6.85
2013,3,8,6.76,2.81
2013,3,9,11.26,5.74
2013,3,10,15.0,8.6
2013,3,11,11.39,3.77
2013,3,12,8.32,1.89
2013,3,13,12.22,4.1
2013,3,14,12.22,9.44
2013,3,15,10.16,5.65
2013,3,16,7.24,5.25
2013,3,17,8.88,3.18
2013,3,18,9.72,3.84
2013,3,19,12.56,4.36
2013,3,20,9.36,4.38
2013,3,21,6.59,3.14
2013,3,22,6.71,2.84
2013,3,23,7.01,3.08
2013,3,24,23.12,4.32
2013,3,25,13.94,9.23
2013,3,26,9.64,2.92
2013,3,27,9.68,3.06
2013,3,28,9.55,3.11
2013,3,29,5.07,0.61
2013,3,30,7.0,0.38
2013,3,31,13.59,2.07
2013,4,1,8.32,0.33
2013,4,2,11.0,2.56
2013,4,3,10.11,8.84
2013,4,4,9.81,4.55
2013,4,5,4.5,0.27
2013,4,6,6.51,0.63
2013,4,7,12.26,4.76
2013,4,8,15.28,5.12
2013,4,9,12.34,7.01
2013,4,10,13.31,10.24
2013,4,11,9.63,1.59
2013,4,12,23.76,6.74
2013,4,13,23.39,8.57
2013,4,14,16.37,11.53
2013,4,15,15.17,8.28
2013,4,16,8.46,2.76
2013,4,17,9.95,3.17
2013,4,18,12.38,7.53
2013,4,19,11.36,2.98
2013,4,20,11.22,7.89
2013,4,21,15.17,9.97
2013,4,22,9.08,3.59
2013,4,23,6.65,2.17
2013,4,24,8.99,4.43
2013,4,25,12.51,6.74
2013,4,26,26.49,12.83
2013,4,27,26.73,14.42
2013,4,28,14.2,9.46
2013,4,29,16.43,3.98
2013,4,30,9.65,1.64
2013,5,1,12.23,9.55
2013,5,2,12.98,9.18
2013,5,3,13.29,4.03
2013,5,4,9.04,4.12
2013,5,5,10.12,5.41
2013,5,6,14.65,5.29
2013,5,7,10.59,6.98
2013,5,8,8.16,5.61
2013,5,9,9.29,5.2
2013,5,10,8.17,5.72
2013,5,11,10.35,3.3
2013,5,12,11.49,6.55
2013,5,13,17.21,5.34
2013,5,14,13.53,3.61
2013,5,15,10.83,4.67
2013,5,16,11.94,7.39
2013,5,17,11.67,4.21
2013,5,18,9.67,5.78
2013,5,19,11.25,6.24
2013,5,20,11.34,5.99
2013,5,21,8.77,5.68
2013,5,22,7.92,4.86
2013,5,23,7.74,0.28
2013,5,24,8.83,1.06
2013,5,25,11.48,8.18
2013,5,26,9.55,0.7
2013,5,27,10.43,0.57
2013,5,28,10.32,7.12
2013,5,29,9.76,2.79
2013,5,30,8.75,1.71
2013,5,31,11.1,6.5
2013,6,1,8.34,6.2
2013,6,2,9.09,0.92
2013,6,3,8.67,4.62
2013,6,4,5.78,2.76
2013,6,5,6.43,2.13
2013,6,6,6.33,4.07
2013,6,7,7.21,4.38
2013,6,8,10.11,6.17
2013,6,9,12.04,7.35
2013,6,10,11.19,2.9
2013,6,11,16.63,5.18
2013,6,12,17.43,10.75
2013,6,13,14.04,9.46
2013,6,14,11.55,4.82
2013,6,15,11.29,4.98
2013,6,16,11.12,8.09
